step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
22096,1789938091.314,-0.1796943,-0.2878141,1.498514,-0.01999142,-0.0273583,-0.006250001,-0.07934108,-0.01386501,-0.05874035,-0.06183301,-0.001941793,-0.03136,-0.004131369,1.715595,-0.02287949,-0.04264653,-0.0001199039,-0.07182814,-0.1862193,-0.02465197,0.6596891,0.1010288,-0.006042013,-0.003096198,0.6203697,1.344322,1.706319,0.0001639173,17.46041,0.0004882483,3.539375e-07,0.0001392305,0.0001847465,1e-05,-0.002827387,0.04579739,1.075008,1.578345,37048,0.6548137,999,136.0493
22097,1789938093.976,-0.1796404,-0.2830862,1.498514,-0.01870819,-0.01776645,-0.0125,-0.07415497,-0.01469749,-0.008995494,-0.05861811,-0.001961675,-0.03171,-0.003856153,1.74582,-0.02103074,-0.04181218,0,-0.06162202,-0.1547946,-0.02611142,0.6994723,0.1070211,-0.006007534,-0.003566781,0.6841177,1.415009,1.832668,0.0001615927,17.4597,0.0005529259,3.295888e-07,0.0001392425,0.0002517611,1e-05,-0.002817055,0.04511895,1.080518,1.574137,37030,0.6547883,999,138.5583
22098,1789938096.654,-0.1851921,-0.2977267,1.498514,-0.02388309,-0.01609247,-0.006666667,-0.08893442,-0.01323212,-0.07963048,-0.08103621,-0.001974342,-0.04098667,-0.006020592,1.747553,-0.02447394,-0.04869258,-0.0006620917,-0.06594165,-0.1483512,-0.03439004,0.6937062,0.03548157,-0.006141653,-0.003587784,0.6668026,1.415862,1.764589,0.0001628022,17.45893,0.0005671518,3.120596e-07,0.0001353589,0.0002686785,1e-05,-0.0004215364,0.04535496,1.081229,1.584255,36880,0.6547707,999,136.4352
22099,1789938099.298,-0.1757786,-0.292527,1.498514,-0.01832006,-0.03437988,-0.02166667,-0.06946394,-0.0147752,-0.03505421,-0.05552816,-0.001996218,-0.0215,-0.00359884,1.73997,-0.02338797,-0.02621366,-1.185663e-05,-0.07309487,-0.1736649,-0.02199391,0.6370116,0.1934084,-0.005975473,-0.002743827,0.7216725,1.427728,1.825081,0.0001584257,17.45824,0.0005167987,2.546597e-07,0.0001346187,0.0002234996,1e-05,-0.002422435,0.04655797,1.062372,1.574425,37281,0.6547443,999,136.9863
22100,1789938101.964,-0.1811944,-0.2942705,1.498514,-0.02271692,-0.02031975,-0.01583334,-0.08583011,-0.01387081,-0.08521112,-0.07580419,-0.001954257,-0.03486333,-0.005911257,1.741704,-0.02478203,-0.04637646,-0.0004137371,-0.06679668,-0.1494981,-0.03024854,0.6750256,0.06956609,-0.00614581,-0.003325256,0.630959,1.470808,1.770177,0.000156376,17.45746,0.0004495075,2.699992e-07,0.0001348622,0.0001579993,1e-05,-0.001459656,0.0450025,1.0814,1.578257,36961,0.6547175,999,136.4603
22101,1789938104.619,-0.1853665,-0.2879008,1.498514,-0.02344793,-0.01734016,-0.0275,-0.09158015,-0.01431937,-0.07104462,-0.0799043,-0.002009482,-0.03768,-0.005900006,1.736396,-0.02510422,-0.04770565,-0.0002710622,-0.06355123,-0.1467762,-0.03169672,0.6829123,0.05193798,-0.006035379,-0.003592149,0.6666257,1.377333,1.789587,0.0001579548,17.45657,0.0004671512,2.683373e-07,0.0001374916,0.0001714364,1e-05,-0.001306173,0.04243261,1.073828,1.575063,37111,0.6546861,999,136.989
22102,1789938107.272,-0.1809305,-0.2886656,1.498514,-0.02067592,-0.0280144,-0.01,-0.08642888,-0.01407773,-0.06816795,-0.07143196,-0.001965411,-0.03545,-0.005570215,1.729733,-0.02430909,-0.04572131,0,-0.07013267,-0.1685337,-0.02867759,0.6538249,0.07356854,-0.006126883,-0.003143915,0.6355493,1.423168,1.788646,0.0001590429,17.45569,0.0004417932,3.28686e-07,0.0001406326,0.0001417891,1e-05,-0.001686142,0.04539419,1.081377,1.563705,37164,0.65466,999,136.5501
22103,1789938109.941,-0.178607,-0.2871974,1.498514,-0.01935301,-0.02848095,-0.011,-0.07525879,-0.0150307,-0.05574398,-0.05987401,-0.002010745,-0.02776,-0.003866898,1.73022,-0.02226123,-0.03641351,-0.0005865494,-0.06926169,-0.1632589,-0.02134217,0.6570584,0.1389566,-0.005912518,-0.002935136,0.6984505,1.466933,1.800224,0.00015884,17.45497,0.0004710449,3.123958e-07,0.0001404813,0.0001714112,1e-05,-0.001051902,0.04353606,1.088745,1.567174,37013,0.6546384,999,136.4551
22104,1789938112.584,-0.1803102,-0.2879624,1.498514,-0.02102209,-0.02073468,-0.005000001,-0.07385492,-0.01357323,-0.08170132,-0.05853795,-0.001944251,-0.03019715,-0.004148822,1.735699,-0.02185583,-0.04010937,-0.0004406559,-0.0653283,-0.1487683,-0.02490445,0.6861819,0.1186051,-0.006147574,-0.003168074,0.6729228,1.40347,1.813513,0.0001629217,17.45449,0.0005075727,3.15214e-07,0.000140866,0.0002034698,1e-05,-0.001284074,0.05157579,1.074737,1.561595,37288,0.6546317,999,136.0957
22105,1789938115.247,-0.1770092,-0.2869104,1.498514,-0.0219999,-0.01669104,-0.0225,-0.0700776,-0.01446956,-0.1251079,-0.05999218,-0.002000069,-0.024945,-0.004328616,1.743383,-0.02300921,-0.03295431,-0.002918568,-0.06213894,-0.134534,-0.02782174,0.6925704,0.1537316,-0.005955815,-0.003158537,0.678116,1.414136,1.817649,0.0001643339,17.45429,0.0005246104,3.285313e-07,0.0001423682,0.0002175797,1e-05,-0.001256752,0.04738017,1.086102,1.570889,36998,0.6546212,999,136.0155
22106,1789938117.914,-0.1783567,-0.2860556,1.498514,-0.02002369,-0.02111849,-0.01,-0.07545441,-0.01450667,-0.0223449,-0.06283426,-0.001978011,-0.02853334,-0.004557337,1.74062,-0.02294526,-0.03727032,-0.0008031739,-0.0661675,-0.1381809,-0.02447204,0.6732842,0.1356358,-0.005923165,-0.003000989,0.6433377,1.434269,1.811916,0.0001597117,17.45398,0.0004803974,3.07131e-07,0.0001430433,0.0001773352,1e-05,-0.002416276,0.04721159,1.081242,1.578951,36953,0.654608,999,137.2413
22107,1789938120.560,-0.1782188,-0.2870152,1.498514,-0.01903939,-0.0273641,-0.0175,-0.07605499,-0.01449103,-0.02973907,-0.06021094,-0.001993441,-0.02941667,-0.004720236,1.728378,-0.02333742,-0.03720007,-0.001267898,-0.06862178,-0.1497906,-0.02087171,0.6639513,0.1375577,-0.005974995,-0.002876938,0.6771233,1.464809,1.788567,0.0001636337,17.45339,0.0005144656,3.123745e-07,0.0001416011,0.0002089184,1e-05,0.000172697,0.04541241,1.079633,1.559197,37252,0.654582,999,136.5264
22108,1789938123.228,-0.1807362,-0.2893923,1.498514,-0.02084628,-0.02466139,-0.001666667,-0.08100484,-0.01471408,-0.03699486,-0.06541996,-0.00198999,-0.03193557,-0.004593655,1.735637,-0.02293061,-0.04218384,-0.00114104,-0.06720554,-0.1622333,-0.02426515,0.666814,0.1019184,-0.005987577,-0.003146601,0.6644523,1.441718,1.772011,0.0001633731,17.45304,0.0004293788,2.710999e-07,0.0001407812,0.0001249533,1e-05,-0.004036597,0.05450872,1.078727,1.583733,36922,0.6545814,999,135.9471
22109,1789938125.879,-0.1804707,-0.2886752,1.498514,-0.02142387,-0.02302431,-0.01,-0.08192872,-0.01423891,-0.2323842,-0.06998785,-0.001947383,-0.032065,-0.004632284,1.733958,-0.02436039,-0.04141874,-3.666927e-05,-0.06709474,-0.1511126,-0.02997529,0.6679246,0.09896193,-0.005955553,-0.003206503,0.6554009,1.382158,1.747272,0.0001623433,17.45285,0.0004391473,2.882389e-07,0.0001425564,0.0001339593,1e-05,-0.002123222,0.04787694,1.07136,1.573042,37174,0.6545594,994.23,134.7028
22110,1789938128.526,-0.1850166,-0.2925219,1.498514,-0.02311414,-0.01952842,-0.02625,-0.09489893,-0.01416626,-0.08078858,-0.08193758,-0.001966151,-0.039135,-0.006325075,1.738995,-0.02494734,-0.05198579,-0.001723245,-0.06553449,-0.1595767,-0.0364318,0.6743221,0.02580553,-0.006202543,-0.003557867,0.6829931,1.386165,1.747257,0.0001637546,17.45228,0.0004435107,2.965261e-07,0.0001442034,0.0001352561,1e-05,-0.003154783,0.04987983,1.073518,1.566382,37237,0.6545408,999,135.377
22111,1789938131.146,-0.1793808,-0.2858116,1.498514,-0.02197092,-0.02375727,-0.02,-0.09493862,-0.01410744,-0.2260903,-0.07350643,-0.001912179,-0.04294,-0.004876393,1.75362,-0.02229346,-0.05611796,-0.0002185428,-0.0696314,-0.1595927,-0.0264682,0.6595528,0,-0.005946993,-0.003237056,0.6441544,1.407306,1.834478,0.0001611955,17.45194,0.0004680168,2.959929e-07,0.0001433652,0.0001631602,1e-05,-0.001859498,0.04943486,1.07748,1.536548,37606,0.6545304,999,136.1087
22112,1789938133.795,-0.1787732,-0.2881473,1.498514,-0.01979258,-0.02332769,-0.01333334,-0.07068779,-0.01446658,-0.05235654,-0.05735856,-0.001960123,-0.02478,-0.004587105,1.735745,-0.02342194,-0.03262176,-0.0008467768,-0.0665568,-0.1324891,-0.02396626,0.6764576,0.1692725,-0.005958702,-0.00295354,0.6888975,1.442861,1.849928,0.0001619335,17.45171,0.0004327079,2.437334e-07,0.0001396009,0.0001309298,1e-05,-0.00526893,0.04946579,1.073954,1.567796,37211,0.6545265,999,136.3196
22113,1789938136.459,-0.1767803,-0.2961482,1.498514,-0.02224863,-0.023746,-0.03,-0.07973386,-0.01449029,-0.08724662,-0.06838011,-0.001947818,-0.02765333,-0.005522612,1.740621,-0.02491869,-0.03629063,-0.0004753909,-0.06813766,-0.1712159,-0.02748314,0.6577956,0.134933,-0.006140954,-0.003174865,0.6735975,1.402359,1.749619,0.0001652674,17.45144,0.0004384433,2.560943e-07,0.0001404828,0.0001324371,1e-05,-0.0043478,0.05263269,1.08281,1.57436,36995,0.6545112,999,137.2592
22114,1789938139.116,-0.181504,-0.2894057,1.498514,-0.02014166,-0.02588386,-0.008750001,-0.08546057,-0.01483605,-0.07554495,-0.06750929,-0.001947927,-0.032175,-0.005357957,1.732982,-0.02379218,-0.04094188,-0.0001320327,-0.07018732,-0.17293,-0.02497071,0.6593332,0.1012508,-0.006040751,-0.003025519,0.6776032,1.407337,1.776813,0.0001659972,17.45045,0.000488234,3.111036e-07,0.000142551,0.0001793747,1e-05,-0.005248197,0.05384177,1.081398,1.569396,37084,0.6544396,999,135.5834
22115,1789938141.770,-0.1809129,-0.2892022,1.498514,-0.0221357,-0.02364648,-0.01214286,-0.08173208,-0.01434182,-0.1338336,-0.06883727,-0.001965953,-0.03352287,-0.005489237,1.730127,-0.02409082,-0.04350204,-0.001261299,-0.06667806,-0.1610249,-0.02899602,0.6658505,0.0866776,-0.0060159,-0.003180595,0.6718501,1.395921,1.751214,0.0001676924,17.44845,0.0005383315,3.689216e-07,0.0001401636,0.0002301066,1e-05,-0.002012018,0.04804188,1.08192,1.565438,37132,0.6543803,999,136.4284
22116,1789938144.443,-0.1736335,-0.2896897,1.498514,-0.02146132,-0.02065575,-0.015,-0.07777971,-0.01280971,-0.3475676,-0.06604999,-0.001928892,-0.03122,-0.003868271,1.720469,-0.02352289,-0.03943335,0,-0.06964564,-0.1739749,-0.02996036,0.6616199,0.09768897,-0.006015732,-0.002949721,0.6497554,1.336222,1.807738,0.000174161,17.4472,0.0005024652,4.397143e-07,0.0001390046,0.0001888598,1e-05,-0.001732693,0.04527345,1.095106,1.570898,36873,0.6543579,999,136.726
22117,1789938147.086,-0.1808861,-0.290023,1.498514,-0.0211584,-0.02116093,-0.01833334,-0.08306648,-0.01356619,-0.1601617,-0.06853414,-0.001942787,-0.03409334,-0.004853378,1.738525,-0.02284996,-0.04329335,-0.001232371,-0.06643039,-0.1590259,-0.02798241,0.6779341,0.07897847,-0.006102081,-0.003217708,0.6513386,1.362571,1.770313,0.0001668606,17.4466,0.0004989413,2.775322e-07,0.0001403425,0.0001914607,1e-05,0.0009044585,0.0450399,1.084395,1.552675,37277,0.6543336,999,135.2512
22118,1789938149.727,-0.1826346,-0.2829363,1.498514,-0.02178364,-0.02666403,-0.008333335,-0.08864132,-0.01355515,-0.07303518,-0.07461743,-0.001941822,-0.03582,-0.006056137,1.726536,-0.02454673,-0.04638357,0,-0.06916738,-0.1756758,-0.03082311,0.6537034,0.0654259,-0.006247397,-0.00332146,0.6619292,1.388153,1.744549,0.0001622308,17.44576,0.0005011877,3.327648e-07,0.0001370702,0.0002015539,1e-05,-0.003197507,0.05024366,1.085696,1.548438,37319,0.654296,999,135.6829
22119,1789938152.370,-0.1791439,-0.2851689,1.498514,-0.02105044,-0.02529341,-0.021,-0.07601002,-0.01455526,-0.09262954,-0.06116128,-0.001945514,-0.025724,-0.004690778,1.72671,-0.02384298,-0.03318541,-0.001197916,-0.06736555,-0.157107,-0.02464578,0.6612238,0.1643612,-0.005994221,-0.002813565,0.6407728,1.409092,1.800118,0.000159393,17.44488,0.0004780825,3.03519e-07,0.00013697,0.0001814161,1e-05,-0.0005702152,0.04783223,1.073912,1.562846,37282,0.6542825,999,136.3425
22120,1789938155.037,-0.1817297,-0.2901909,1.498514,-0.02126158,-0.02409879,-0.01714286,-0.08755048,-0.01420594,-0.04559162,-0.07562327,-0.001994764,-0.03397714,-0.005460768,1.730684,-0.02521425,-0.04331511,-0.001040124,-0.06720935,-0.1615209,-0.02984234,0.6671008,0.08674315,-0.006051382,-0.0032409,0.663703,1.400905,1.736532,0.0001681236,17.44475,0.0004284927,2.396815e-07,0.0001383887,0.0001217407,1e-05,-0.002050162,0.05243514,1.087372,1.573317,36946,0.6542854,988.87,134.1067
22121,1789938157.654,-0.1797692,-0.2849107,1.498514,-0.02099456,-0.02225766,-0.02,-0.07515536,-0.01495524,-0.03720354,-0.0639431,-0.00198957,-0.02774334,-0.004397283,1.756871,-0.02427994,-0.03614445,-0.0001253157,-0.06449255,-0.1518219,-0.02646433,0.676815,0.137216,-0.005988429,-0.003180959,0.6729626,1.407646,1.776445,0.0001611014,17.4446,0.000523911,2.540969e-07,0.0001424038,0.0002201516,1e-05,-0.001888691,0.04745679,1.071836,1.537797,37669,0.6542801,999,137.3973
22122,1789938160.304,-0.180506,-0.2867706,1.498514,-0.02026482,-0.0212511,-0.033,-0.07380979,-0.01449465,-0.01942805,-0.06523861,-0.001981753,-0.026896,-0.004945149,1.754271,-0.02504863,-0.03508382,-0.001897026,-0.06522455,-0.1335406,-0.0288767,0.6771552,0.1414288,-0.006007112,-0.003091772,0.6779193,1.413311,1.832516,0.0001619871,17.44425,0.0004379353,3.169164e-07,0.0001403454,0.0001352859,1e-05,-0.0007406021,0.04244542,1.083615,1.558909,37200,0.6542586,999,137.6484
22123,1789938162.944,-0.1813859,-0.2869018,1.498514,-0.02065893,-0.01797639,-0.055,-0.0737071,-0.01429497,-0.04188059,-0.06055601,-0.001973873,-0.02372,-0.00385129,1.684718,-0.02398377,-0.0262213,-0.0001849267,-0.06205222,-0.1135256,-0.02411521,0.6929366,0.2083193,-0.006169848,-0.002937693,0.6855447,1.506932,1.810704,0.000161835,17.4433,0.0004897115,3.012319e-07,0.0001450197,0.0001825556,1e-05,-0.00276988,0.04501548,1.080705,1.55372,37315,0.6542109,999,136.1813
22124,1789938165.578,-0.1802326,-0.2860132,1.498514,-0.02010364,-0.02509073,-0.0025,-0.0797783,-0.01415947,-0.04639873,-0.06229176,-0.001969068,-0.03038,-0.004337575,1.73997,-0.02279124,-0.0383283,-0.0005133745,-0.06704479,-0.1607418,-0.02227952,0.669739,0.1302618,-0.005953444,-0.002949738,0.6606671,1.515101,1.812647,0.0001596919,17.44201,0.0004460001,3.017375e-07,0.0001446121,0.0001413944,1e-05,-0.002026387,0.05659088,1.083396,1.544179,37412,0.6541805,999,136.1742
22125,1789938168.233,-0.1817682,-0.2839083,1.498514,-0.02109588,-0.02294904,-0.016,-0.07798515,-0.01455428,-0.0694121,-0.06532301,-0.0019989,-0.03056401,-0.005099697,1.73152,-0.02373959,-0.03961128,-0.000135975,-0.06566457,-0.149584,-0.02548466,0.6682257,0.1228112,-0.005914985,-0.003074669,0.6725628,1.452318,1.787213,0.0001637418,17.44148,0.0005621807,2.6717e-07,0.0001391265,0.0002590452,1e-05,-0.003427667,0.05340496,1.078159,1.562897,37221,0.6541756,996.98,134.7408
22126,1789938170.875,-0.1732778,-0.2844393,1.498514,-0.01800332,-0.02978515,-0.006666667,-0.0666921,-0.01457505,-0.03390729,-0.05211539,-0.001986096,-0.02420334,-0.003284959,1.742787,-0.0221537,-0.03020204,-0.000377153,-0.07004642,-0.1590138,-0.02037395,0.6550869,0.1813105,-0.005828822,-0.002780246,0.6948994,1.439523,1.840989,0.0001621154,17.44156,0.000502612,2.609187e-07,0.0001371915,0.0002030443,1e-05,-0.00266506,0.04564398,1.06668,1.568235,37308,0.6541737,999,136.6038
22127,1789938173.518,-0.1811517,-0.2870839,1.498514,-0.02158254,-0.02251722,-0.03250001,-0.07577652,-0.01400081,-0.04532261,-0.06319635,-0.00199241,-0.02968333,-0.004464263,1.731845,-0.023734,-0.03726795,-0.001808537,-0.06673826,-0.1646031,-0.02639236,0.6745224,0.1389165,-0.006090991,-0.003109319,0.6549536,1.468005,1.750337,0.0001622713,17.44104,0.0004345767,3.095852e-07,0.0001388397,0.0001331562,1e-05,-0.003149093,0.04288324,1.065653,1.56495,37369,0.6541362,999,135.4216
22128,1789938176.104,-0.1794192,-0.2900362,1.498514,-0.02019626,-0.01720423,-0.005,-0.06037977,-0.01396905,-0.02098947,-0.05031426,-0.002002445,-0.02316,-0.003279659,1.754054,-0.02224452,-0.02832036,0,-0.06163066,-0.1445249,-0.02278897,0.7007965,0.2117616,-0.005950006,-0.003131993,0.6790541,1.489863,1.839388,0.0001602619,17.43974,0.0005569189,3.696203e-07,0.0001393852,0.0002569022,1e-05,-0.003474912,0.05000276,1.012751,1.567351,38100,0.6540959,999,136.8582
22129,1789938178.711,-0.18303,-0.2846712,1.498514,-0.02005347,-0.02269175,-0.015,-0.08667026,-0.01462622,-0.02578197,-0.07314457,-0.002002007,-0.034265,-0.005805938,1.736233,-0.02406604,-0.04533009,-0.0005359725,-0.06717481,-0.1606693,-0.02768712,0.6692735,0.07645743,-0.006099637,-0.00323812,0.6719369,1.387166,1.792505,0.0001627881,17.43912,0.0004724985,3.017653e-07,0.0001390688,0.0001703399,1e-05,-0.001634451,0.0449574,1.022651,1.577816,37802,0.6540901,999,135.1633
22130,1789938181.325,-0.1759746,-0.2839769,1.498514,-0.0192923,-0.02276282,-0.00125,-0.06722169,-0.01452356,-0.02673502,-0.05492999,-0.001984583,-0.024415,-0.00389992,1.740945,-0.02192506,-0.03083733,-0.001064363,-0.06461252,-0.1332861,-0.02187635,0.6770837,0.1800517,-0.005930792,-0.002835835,0.670092,1.43345,1.80119,0.000161442,17.4391,0.0005921081,3.326618e-07,0.0001378016,0.0002925318,1e-05,-0.002155838,0.04753158,1.026791,1.574717,37787,0.6540943,994.93,135.6633
22131,1789938183.902,-0.1824314,-0.2896051,1.498514,-0.02181112,-0.02305665,-0.02625,-0.08310693,-0.01428249,-0.1064429,-0.06736293,-0.001964016,-0.035025,-0.005189833,1.75297,-0.02362847,-0.04322346,-0.0003333561,-0.06709044,-0.1640672,-0.02816146,0.6705627,0.09093502,-0.006065487,-0.003181475,0.6469471,1.377774,1.739735,0.0001644462,17.43912,0.0004924534,2.509342e-07,0.0001385795,0.0001891768,1e-05,-2.310411e-05,0.04798396,1.033325,1.537683,38235,0.6540864,999,136.0433
22132,1789938186.472,-0.1775731,-0.2971892,1.498514,-0.02058089,-0.02424728,-0.0175,-0.08198346,-0.01542234,-0.03555802,-0.06641917,-0.002003729,-0.03243,-0.005821245,1.73737,-0.02343163,-0.0423679,-0.0002005791,-0.06634492,-0.1605885,-0.02410257,0.6614124,0.1039371,-0.005855954,-0.002794122,0.6519904,1.384047,1.739011,0.0001602499,17.43872,0.0004877956,2.636554e-07,0.0001414388,0.0001858432,1e-05,-0.00114024,0.04179821,1.03777,1.518684,38453,0.6540726,999,136.0052
22133,1789938189.095,-0.1814712,-0.2865137,1.498514,-0.02239589,-0.02578544,-0.06499998,-0.07598882,-0.01437504,-0.05219756,-0.06079484,-0.001943496,-0.0304,-0.004412069,1.690569,-0.0234733,-0.03812946,-0.005260733,-0.06685083,-0.1691109,-0.0267328,0.6584804,0.1337048,-0.006079422,-0.003077921,0.6725209,1.344839,1.77567,0.0001599581,17.43805,0.0004403988,2.559086e-07,0.0001422339,0.000137951,1e-05,-0.002990534,0.04741099,1.037208,1.579351,37569,0.6540284,999,136.5175
22134,1789938191.730,-0.1851343,-0.291593,1.498514,-0.02106285,-0.02465606,-0.01,-0.08388349,-0.01424766,-0.05800618,-0.06994334,-0.002008525,-0.03518,-0.00401782,1.720144,-0.0245634,-0.04174348,-0.0004448309,-0.06775939,-0.1798193,-0.02818776,0.6651404,0.1008584,-0.005998297,-0.003296165,0.6923097,1.4628,1.768846,0.0001568642,17.43632,0.0005149932,2.929653e-07,0.0001416941,0.0002161419,1e-05,-0.002876465,0.04296992,1.041523,1.588336,37379,0.6539469,999,136.2377
22135,1789938194.333,-0.180328,-0.2878369,1.498514,-0.0207064,-0.0256199,-0.07833332,-0.08135828,-0.01403835,-0.1227373,-0.0634005,-0.001942514,-0.03079334,-0.004810532,1.692086,-0.0230914,-0.03706187,-0.007200848,-0.06855928,-0.1679008,-0.02504545,0.6568043,0.1353596,-0.006124645,-0.00276399,0.6495268,1.342166,1.708061,0.0001625144,17.43428,0.0004785102,2.53567e-07,0.0001411018,0.0001746404,1e-05,-0.001518159,0.04612591,1.050601,1.54564,37863,0.6538906,999,136.0966
22136,1789938196.997,-0.1778426,-0.2852173,1.498514,-0.01947515,-0.02229208,-0.01166667,-0.06535883,-0.01457239,-0.0176909,-0.05085345,-0.00199549,-0.02480666,-0.003694206,1.753404,-0.02144697,-0.03225407,0,-0.06567486,-0.1457719,-0.02160483,0.6848747,0.1711696,-0.005920838,-0.002979957,0.6965024,1.45541,1.875659,0.000157376,17.43297,0.0004174768,2.751981e-07,0.0001373609,0.0001224648,1e-05,-0.004074891,0.04887447,1.066618,1.592241,36972,0.6538427,999,135.9615
22137,1789938199.653,-0.1794164,-0.2891582,1.498514,-0.01922751,-0.02166632,-0.02,-0.07896124,-0.01500012,-0.03990024,-0.06584577,-0.001983815,-0.03039,-0.004749047,1.735204,-0.02364544,-0.03971881,-0.001706309,-0.06629469,-0.1431941,-0.02631996,0.6750323,0.1198331,-0.005970604,-0.003069492,0.6801361,1.425014,1.819962,0.0001612714,17.43178,0.0004914001,3.014166e-07,0.0001356908,0.0001941364,1e-05,-0.0009830549,0.04670214,1.057965,1.584469,37202,0.6538171,999,134.9135
22138,1789938202.320,-0.1835951,-0.2913477,1.498514,-0.02249071,-0.02598205,-0.02875001,-0.08913974,-0.01449275,-0.07667649,-0.07540442,-0.001960441,-0.03558,-0.005600232,1.72567,-0.02593463,-0.04509686,-0.002387589,-0.06904431,-0.1710206,-0.03159579,0.659027,0.07493593,-0.006119169,-0.00334085,0.6731846,1.392652,1.709565,0.000161488,17.43121,0.0005147898,3.413175e-07,0.0001373402,0.0002156203,1e-05,-0.003532054,0.04761531,1.086292,1.574497,36945,0.6537928,999,135.8576
22139,1789938204.971,-0.1799546,-0.2852194,1.498514,-0.02052835,-0.02027735,-0.008750001,-0.07284564,-0.01340665,-0.01366137,-0.05723885,-0.00198446,-0.028785,-0.004364568,1.747121,-0.02206334,-0.0379189,-0.0002169718,-0.06501064,-0.1606777,-0.02612537,0.6841605,0.1266023,-0.00586922,-0.003210412,0.6896782,1.506393,1.846579,0.0001609677,17.43048,0.0004510508,3.242773e-07,0.000140375,0.0001493838,1e-05,-0.003064175,0.04412742,1.08986,1.554406,37176,0.6537685,999,136.3683
22140,1789938207.632,-0.1818547,-0.2840776,1.498514,-0.02015334,-0.02673082,-0.02166667,-0.09052676,-0.01469561,-0.05213348,-0.07697061,-0.001980048,-0.03632,-0.005476298,1.71007,-0.02543417,-0.04818147,-0.001659355,-0.07002109,-0.1633659,-0.03024327,0.6542841,0.06708476,-0.006017043,-0.003141376,0.6506633,1.407137,1.705678,0.000161349,17.42974,0.0005059516,2.520719e-07,0.0001402028,0.0002041478,1e-05,-0.002804113,0.0482924,1.082096,1.57248,37031,0.6537354,999,136.0258
22141,1789938210.291,-0.1823898,-0.284394,1.498514,-0.02204505,-0.02386443,-0.01,-0.08176239,-0.01503757,-0.1229182,-0.06643113,-0.00199511,-0.032405,-0.004796247,1.72957,-0.02349032,-0.04265872,-0.002804212,-0.06600951,-0.1533961,-0.02605332,0.665502,0.102556,-0.00593282,-0.003165526,0.6582159,1.318479,1.774207,0.0001618334,17.42844,0.0004161168,2.433082e-07,0.0001413353,0.0001127048,1e-05,-0.004688665,0.04810452,1.076282,1.576543,37056,0.6536731,999,134.5238
22142,1789938212.940,-0.1785085,-0.2885248,1.498514,-0.01966583,-0.02641775,-0.005,-0.08715282,-0.01515172,-0.1117481,-0.07078446,-0.001992124,-0.03106001,-0.006130638,1.732495,-0.02421811,-0.04242885,0,-0.0691198,-0.1628414,-0.02680467,0.6493577,0.09880074,-0.00589767,-0.002928728,0.7081102,1.450254,1.757087,0.0001591158,17.42677,0.0003781048,2.308962e-07,0.0001418277,7.693037e-05,1e-05,-0.004754088,0.0469022,1.075752,1.564717,37229,0.6536285,999,135.9443
22143,1789938215.591,-0.1779518,-0.2800266,1.498514,-0.0182592,-0.02972092,-0.015,-0.07641612,-0.01438846,-0.05731654,-0.05897632,-0.001967215,-0.02546,-0.003896264,1.73425,-0.0225767,-0.03313497,-0.001890705,-0.07022081,-0.1593514,-0.02145927,0.6532865,0.1577676,-0.00595737,-0.002853862,0.6651086,1.436454,1.83926,0.0001567745,17.42565,0.0004557983,2.299947e-07,0.0001445284,0.0001542654,1e-05,-0.003658456,0.04386655,1.072836,1.571493,37175,0.6535941,999,135.3732
22144,1789938218.257,-0.1775364,-0.2874039,1.498514,-0.02153525,-0.01526429,-0.006666667,-0.06655587,-0.01278774,-0.3380091,-0.05706498,-0.001821707,-0.02353334,-0.004371041,1.701402,-0.02317382,-0.03222092,-0.0009379401,-0.06242989,-0.1387356,-0.02647223,0.6850843,0.1724427,-0.006036727,-0.003019142,0.6629497,1.326282,1.817456,0.0001598208,17.42491,0.0004301912,2.365545e-07,0.0001408172,0.0001293166,1e-05,-0.0006491193,0.04405626,1.078847,1.580161,36970,0.6535854,999,135.4028
