step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
415,1789944377.664,-0.4031429,-0.3656166,1.498514,-0.06322147,-0.005228791,-0.0175,-0.1471342,-0.01219146,-0.005627373,-0.09504356,-0.001965394,-0.05811999,-0.0022677,1.468264,-0.02671801,-0.05737956,0,-0.06369512,-0.06010967,-0.02633445,0.7821182,0.05697598,-0.006231293,-0.004904486,0.4956643,1.072994,1.333791,0.0006309329,23.85836,0.0007222673,4.494311e-06,4.325002e-06,8.251511e-05,0.01914943,0.25,0,1e-05,-0.00518677,0.09364843,2.310806,1.014767,7390,0.9124537,980.77,104.3633
416,1789944379.600,-0.405046,-0.376047,1.498514,-0.06684539,-0.003056904,-0.06999999,-0.1276561,-0.01267327,-0.2605148,-0.08312762,-0.00184344,-0.03633,-0.001662956,1.453963,-0.02765277,-0.03236983,0,-0.05529099,-0.04566578,-0.02371842,0.804587,0.2276537,-0.006387994,-0.004190521,0.5370811,0.9620769,1.344319,0.0006474774,23.85762,0.0007362611,4.410107e-06,4.271554e-06,8.010206e-05,0.0189639,0.35,0,1e-05,-0.005813604,0.10121,1.380258,0.5375845,12814,0.9124039,980.77,104.0711
417,1789944383.054,-0.209328,-0.1929101,0.7687568,-0.0357225,-0.002975945,-0.01,-0.08552431,-0.006647952,-0.006931148,-0.05693158,-0.000989172,-0.0307,-0.001517862,0.7497324,-0.01471173,-0.03029969,-0.01741305,-0.03368238,-0.03948061,-0.0189261,0.3953691,0,-0.003415999,-0.002698385,0.2418409,0.5970292,0.6307356,0.0006276694,23.85655,0.0007164576,4.522402e-06,4.1907e-06,8.007511e-05,0.01693154,0.3,0,1e-05,-0.005028988,0.1155819,2.975491,0.4577243,7158,0.9123593,973.72,103.7187
418,1789944385.016,-0.4050679,-0.3686002,1.498514,-0.06245441,-0.004417376,-0.03250001,-0.150005,-0.01286906,-0.1019488,-0.09759738,-0.001974041,-0.05546999,-0.002395313,1.468914,-0.02639694,-0.05643806,-0.0004207287,-0.06140874,-0.05229847,-0.02723407,0.7847056,0.05665411,-0.006616012,-0.004936254,0.5116521,1.03537,1.349404,0.0006339412,23.85574,0.0007249583,4.40224e-06,4.186689e-06,8.242814e-05,0.02377236,0.75,0,1e-05,-0.005661152,0.1347733,1.403823,0.5343475,12679,0.9123204,969.06,104.139
419,1789944388.346,-0.4080425,-0.3725117,1.498514,-0.07044211,-0.002815696,-0.02,-0.1354362,-0.0124585,-7.874848e-05,-0.08767676,-0.001879501,-0.03276,-0.001837887,1.467831,-0.02663862,-0.03318062,-0.0003930109,-0.05797433,-0.0523484,-0.0225324,0.8022644,0.2263323,-0.006254348,-0.004129148,0.5254104,1.030134,1.53857,0.000615451,23.85468,0.0007087002,4.466528e-06,4.193692e-06,8.458903e-05,0.02159118,0.5,0,1e-05,-0.004844752,0.08472812,2.789208,0.52825,7408,0.9122559,971.5,104.2136
420,1789944391.387,-0.4118022,-0.3788931,1.498514,-0.07135351,-0.003708492,-0.015,-0.1459376,-0.0124073,-0.07709329,-0.09348534,-0.001905086,-0.04425,-0.002011506,1.448439,-0.02775968,-0.0467959,-0.0005950399,-0.06035821,-0.0585777,-0.02549979,0.794821,0.1144346,-0.006475764,-0.004445641,0.4697859,0.9748571,1.344299,0.0006272992,23.85325,0.0007179984,4.385862e-06,4.184982e-06,8.212829e-05,0.02095954,0.55,0,1e-05,-0.005443431,0.07137536,1.84609,1.15091,8200,0.9121818,971.5,104.4362
421,1789944393.655,-0.4089962,-0.3708865,1.498514,-0.07743229,-0.003736277,-0.04625001,-0.1326356,-0.01148211,-0.05078741,-0.08666804,-0.001801295,-0.03514,-0.001842092,1.456077,-0.02797993,-0.04008657,-0.0002130387,-0.06016148,-0.05781088,-0.02312067,0.7924507,0.1706666,-0.0065285,-0.00430352,0.5353551,0.9776222,1.458445,0.0006392665,23.85193,0.0007354036,4.35077e-06,4.187118e-06,8.759922e-05,0.03333076,0.95,0,1e-05,-0.005808096,0.09152789,1.72883,0.5154221,10950,0.912129,997.32,106.9206
422,1789944396.973,-0.407361,-0.3743773,1.498514,-0.07043596,-0.003101297,-0.005,-0.1439836,-0.01213942,0,-0.09202342,-0.001808779,-0.04795999,-0.002487175,1.524165,-0.02637562,-0.04879986,0,-0.06203633,-0.06088617,-0.02376919,0.7932549,0.1146248,-0.006568678,-0.004356787,0.4943391,1.021594,1.599751,0.0006760577,23.85102,0.0007723991,4.349646e-06,4.106298e-06,8.788548e-05,0.02282975,0.55,0,1e-05,-0.005809783,0.1255816,2.84443,0.4621835,7432,0.9120854,999,107.2883
423,1789944399.207,-0.3997445,-0.3687181,1.498514,-0.06267071,-0.003127084,-0.0125,-0.138181,-0.01260601,-0.002771347,-0.09027639,-0.001928295,-0.03926999,-0.001828483,1.481264,-0.0280874,-0.03907804,-0.0001958585,-0.05662527,-0.05223897,-0.02371198,0.7974483,0.1702807,-0.006222689,-0.004398215,0.5101216,1.10912,1.515992,0.0006722603,23.84999,0.0007673848,4.225437e-06,4.096596e-06,8.680246e-05,0.02323163,0.6,0,1e-05,-0.006164576,0.1039039,1.433014,0.7454898,11281,0.9120238,988.84,105.9828
424,1789944402.583,-0.3999278,-0.376121,1.498514,-0.07638079,-0.002657421,-0.005,-0.1273235,-0.01147518,-0.009709375,-0.083111,-0.001730367,-0.03272,-0.001757273,1.513116,-0.02554529,-0.0317309,0,-0.06062597,-0.04255847,-0.02156175,0.7966473,0.2257264,-0.006585594,-0.004073904,0.5227484,1.173795,1.53562,0.0006568677,23.84862,0.0007540624,4.29033e-06,4.017524e-06,8.88869e-05,0.0290125,0.9,0,1e-05,-0.005041831,0.09592512,2.827933,0.5205538,7339,0.9119509,979.51,106.0747
425,1789944405.968,-0.4080069,-0.3681181,1.498514,-0.06011773,-0.00492146,-0.015,-0.1331642,-0.01219903,-0.01002441,-0.08941393,-0.001988741,-0.03494,-0.002026583,1.467615,-0.0287535,-0.03381277,-0.0008848215,-0.05425545,-0.04464565,-0.02655483,0.8042531,0.2285859,-0.006460559,-0.004550578,0.5288514,1.18725,1.511398,0.0006290619,23.8473,0.0007331106,4.165996e-06,3.930153e-06,9.595257e-05,0.02641534,0.9,0,1e-05,-0.005757477,0.1096676,2.909554,0.45679,7300,0.9118966,975.77,105.1759
426,1789944407.860,-0.3907947,-0.3745305,1.498514,-0.06915643,-0.002946763,-0.025,-0.1352928,-0.0130287,-0.0007811344,-0.08732381,-0.001929292,-0.04307999,-0.002141491,1.487764,-0.02642686,-0.04924261,0,-0.06053638,-0.06047211,-0.02465253,0.7960711,0.1145988,-0.006205493,-0.004351846,0.5481142,1.008806,1.492453,0.0006556551,23.84626,0.0007540004,4.255936e-06,3.92544e-06,9.016396e-05,0.01820925,0.45,0,1e-05,-0.005362614,0.102113,1.34706,0.5325186,13075,0.9118431,975.77,104.816
427,1789944411.184,-0.4088523,-0.3672513,1.498514,-0.07422628,-0.003654493,-0.035,-0.1425924,-0.01154042,-0.01696191,-0.09291848,-0.001765041,-0.04934001,-0.002118032,1.509865,-0.026256,-0.05006307,0,-0.06507374,-0.05665581,-0.02293712,0.7800376,0.1112255,-0.006305836,-0.004518898,0.4866488,1.362918,1.720372,0.0006474466,23.84509,0.0007499495,4.164769e-06,3.915021e-06,9.442317e-05,0.02602167,0.65,0,1e-05,-0.004969865,0.0932384,2.78731,0.5161784,7439,0.9117854,976.85,105.711
428,1789944414.106,-0.4102499,-0.3725864,1.498514,-0.06780644,-0.007555477,-0.105,-0.1623462,-0.01245503,-0.04563604,-0.1037492,-0.00187836,-0.0659,-0.003062132,1.426014,-0.02711093,-0.06712663,-1.081556e-05,-0.06895153,-0.070061,-0.02864428,0.7654265,0,-0.006638359,-0.005136888,0.4693944,0.9226651,1.080969,0.0006349364,23.84372,0.00073508,4.216157e-06,4.007784e-06,9.191968e-05,0.02209469,0.65,0,1e-05,-0.005611372,0.08590677,1.69498,1.175803,8560,0.9117106,986.31,106.2011
429,1789944416.552,-0.3979569,-0.3746022,1.498514,-0.07313104,-0.002358245,-0.01,-0.117988,-0.01198785,-0.1831794,-0.07778221,-0.001833406,-0.02959,-0.001779202,1.502715,-0.02673307,-0.03273099,0,-0.0549411,-0.05046242,-0.01963383,0.812412,0.2283009,-0.006407931,-0.003985419,0.548429,1.000853,1.607625,0.0006462531,23.84213,0.00075891,4.225342e-06,3.992679e-06,0.0001044389,0.02399777,0.5,0,1e-05,-0.005891019,0.09846702,1.882767,0.541779,10136,0.9116329,989.92,106.5312
430,1789944420.051,-0.3974243,-0.3695931,1.498514,-0.06817453,-0.003266317,-0.005,-0.1212757,-0.01185783,0,-0.07828372,-0.001807633,-0.03374001,-0.00179576,1.468913,-0.02595416,-0.03340773,0,-0.05751842,-0.05165863,-0.02104411,0.8086758,0.228931,-0.006429748,-0.004057082,0.5609511,1.098781,1.588186,0.0006331019,23.84055,0.0007387138,4.115409e-06,3.882387e-06,9.761411e-05,0.02855317,0.75,0,1e-05,-0.004412006,0.09203024,3.026422,0.4550955,7058,0.911558,989.92,106.65
431,1789944421.945,-0.4087734,-0.3797035,1.498514,-0.07407828,-0.00236332,-0.07500001,-0.1193622,-0.01246586,-0.3093365,-0.07966398,-0.00184731,-0.01736,-0.001709065,1.496864,-0.02794207,-0.01581875,-0.0009606001,-0.05278739,-0.04121022,-0.02340899,0.8123447,0.3386012,-0.006326634,-0.003954548,0.5119786,0.8958873,1.667086,0.0006438655,23.8391,0.0007450996,4.133426e-06,3.792925e-06,9.330772e-05,0.02597306,0.8,0,1e-05,-0.005392985,0.1263952,1.355559,0.5226555,13084,0.911494,990.17,105.6073
432,1789944425.316,-0.4090792,-0.3793004,1.498514,-0.05922218,-0.0047709,-0.03,-0.167928,-0.01304738,-0.001270632,-0.105868,-0.001972188,-0.06496002,-0.002686028,1.531966,-0.02557864,-0.06038946,0,-0.06274237,-0.06012641,-0.02976081,0.7856099,0,-0.006484309,-0.005209398,0.4676206,1.107402,1.47149,0.0006493102,23.838,0.0007473157,4.169022e-06,3.906996e-06,8.99295e-05,0.02780067,0.75,0,1e-05,-0.005929759,0.1347163,2.837696,0.5129325,7334,0.9114414,967.9,103.6099
433,1789944428.651,-0.4147569,-0.3765396,1.498514,-0.07159005,-0.003431628,-0.01833334,-0.1396413,-0.01252441,-0.002509616,-0.09015381,-0.001879262,-0.04103334,-0.002215423,1.493397,-0.02701584,-0.03711567,0,-0.05920102,-0.04964067,-0.0249841,0.798959,0.1889474,-0.006396543,-0.004447748,0.5279554,1.088876,1.585649,0.0006350477,23.83698,0.0007314277,4.113466e-06,3.847947e-06,8.841864e-05,0.02631919,0.75,0,1e-05,-0.004730945,0.1139358,2.852117,0.4681675,7401,0.9113953,959.67,101.9824
434,1789944430.480,-0.4119508,-0.3877675,1.498514,-0.07955353,-0.007267095,-0.185,-0.1512277,-0.01142545,-0.06570515,-0.09707375,-0.001752637,-0.04876,-0.00272278,1.484513,-0.02840292,-0.05022131,0,-0.07128744,-0.07401358,-0.0243146,0.7599635,0.1119435,-0.006458323,-0.004779282,0.5008897,0.9484155,1.200681,0.0006215068,23.836,0.0007126934,4.051298e-06,3.749216e-06,8.338608e-05,0.0203501,0.5,0,1e-05,-0.00593632,0.08049862,1.347336,0.4695618,13526,0.9113384,959.67,102.1839
435,1789944433.732,-0.4058527,-0.3779678,1.498514,-0.07386621,-0.005147369,-0.04166667,-0.1463875,-0.01237662,-0.1041673,-0.09501221,-0.001853559,-0.04962,-0.002187319,1.453963,-0.02816539,-0.04984995,-0.0006294808,-0.06392507,-0.06428002,-0.02401121,0.7814347,0.11347,-0.00642857,-0.004647339,0.5066299,1.006258,1.420742,0.0006191193,23.83497,0.0007094712,4.028081e-06,3.738346e-06,8.258545e-05,0.02746872,0.9,0,1e-05,-0.005623017,0.106341,2.773885,0.4612818,7596,0.9113025,973.16,104.3347
436,1789944436.043,-0.4074858,-0.3709888,1.498514,-0.06098199,-0.001634053,-0.025,-0.1124317,-0.013196,-7.006526e-05,-0.07488283,-0.001979987,-0.01562,-0.001521482,1.485814,-0.02995559,-0.01758618,0,-0.04464557,-0.03605578,-0.02175814,0.8313497,0.3445689,-0.006111569,-0.003803809,0.5816275,1.138363,1.541475,0.0006003981,23.83422,0.0006892306,3.965149e-06,3.619281e-06,8.124812e-05,0.02456284,0.9,0,1e-05,-0.006161457,0.08517923,1.328727,0.9325719,10868,0.9112484,982.27,105.5502
437,1789944438.863,-0.4098571,-0.3738881,1.498514,-0.07537313,-0.004472394,-0.2120003,-0.1479952,-0.01194842,-0.03995512,-0.09550403,-0.001777852,-0.045756,-0.002501492,1.470604,-0.02771347,-0.04722112,-0.001262779,-0.06449209,-0.06411479,-0.02555194,0.7825548,0.1132375,-0.006545065,-0.004680816,0.5171747,1.085017,1.395912,0.0006068294,23.83314,0.0007025887,3.980405e-06,3.68602e-06,8.809294e-05,0.02522888,0.55,0,1e-05,-0.004789044,0.1088992,2.327742,0.4666662,8794,0.9112113,990.5,105.8746
438,1789944442.150,-0.4200823,-0.3856339,1.498514,-0.0760594,-0.003456573,-0.025,-0.1556602,-0.01191877,0,-0.09725212,-0.001810597,-0.05104,-0.002413475,1.504014,-0.02720867,-0.04613979,-0.002745125,-0.06469981,-0.06005904,-0.02376391,0.7812678,0.113742,-0.006438111,-0.004386448,0.5060963,1.103703,1.445002,0.0006540989,23.83233,0.0007524873,3.866436e-06,3.625812e-06,9.089621e-05,0.0252398,0.75,0,1e-05,-0.003892183,0.102539,2.805553,0.4675987,7508,0.911156,985.04,105.5819
439,1789944443.983,-0.4036617,-0.376565,1.498514,-0.07662632,-0.004156199,-0.06999999,-0.1414534,-0.01176529,-0.0514246,-0.09204295,-0.001833203,-0.04761333,-0.002499156,1.481915,-0.02745403,-0.04870179,-0.00373888,-0.06429096,-0.05980562,-0.02398964,0.7844219,0.1135319,-0.006589453,-0.004563745,0.4995089,0.987987,1.480239,0.0006311437,23.83107,0.0007251112,3.977485e-06,3.633709e-06,8.63563e-05,0.02472044,0.9,0,1e-05,-0.006451829,0.09921667,1.351213,0.4635558,13542,0.9111001,989.38,105.4529
440,1789944447.207,-0.4085033,-0.3831454,1.498514,-0.06897362,-0.00455405,-0.03333334,-0.1417297,-0.01230919,-0.0273017,-0.09283599,-0.001879773,-0.04785333,-0.00250174,1.45418,-0.02707523,-0.04925065,-3.429465e-05,-0.06232039,-0.05868812,-0.02459791,0.7899631,0.113407,-0.006692899,-0.00476125,0.52459,0.9428467,1.361643,0.0006472017,23.82992,0.0007373627,4.083489e-06,3.710573e-06,8.236693e-05,0.01797942,0.4,0,1e-05,-0.0046954,0.1080797,2.751993,0.4574542,7657,0.911034,977.05,104.9132
441,1789944449.454,-0.4057902,-0.3676801,1.498514,-0.07408047,-0.00352787,-0.03250001,-0.13977,-0.01222745,-0.3072572,-0.09028691,-0.001762932,-0.04342999,-0.002083162,1.466314,-0.02728954,-0.04952019,-0.002845765,-0.06508242,-0.06505999,-0.02352586,0.7866315,0.1139938,-0.006457399,-0.004345203,0.4966735,0.8809518,1.36809,0.0006029202,23.82844,0.0006883773,4.035637e-06,3.708456e-06,7.7713e-05,0.01912547,0.5,0.05,1e-05,-0.00534889,0.1114054,1.318557,0.8767643,11194,0.9109614,967.96,104.3058
442,1789944452.342,-0.4097804,-0.3669026,1.498514,-0.06521408,-0.002145568,-0.135,-0.139961,-0.01343703,-9.850145e-05,-0.09317075,-0.002030837,-0.0242,-0.002014254,1.466314,-0.02925663,-0.02724244,-0.01055947,-0.05279432,-0.05250192,-0.02602185,0.808596,0.2283127,-0.006178929,-0.004086038,0.5385052,0.9663496,1.541037,0.0006095463,23.82727,0.0006966663,3.860802e-06,3.5849e-06,7.967427e-05,0.0222696,0.3,0,1e-05,-0.004974447,0.143287,2.400253,0.4603434,8591,0.9109245,972.3,104.4597
443,1789944455.684,-0.4051156,-0.3664453,1.498514,-0.07512056,-0.002783224,-0.01,-0.1324932,-0.01245428,-0.0009024561,-0.08689751,-0.001895828,-0.03712001,-0.00211826,1.492315,-0.02652345,-0.03273509,-0.003333946,-0.05807215,-0.04963185,-0.02318636,0.8077838,0.2281872,-0.006176183,-0.00438471,0.5240476,1.04098,1.714885,0.0006216187,23.82671,0.0007215459,3.866136e-06,3.62981e-06,9.243133e-05,0.03502997,0.95,0,1e-05,-0.005643249,0.1109627,2.861478,0.4594939,7400,0.9109032,972.3,104.8754
444,1789944457.541,-0.405275,-0.3720591,1.498514,-0.07608972,-0.001407045,-0.005,-0.1214527,-0.01224425,0,-0.07962535,-0.001872391,-0.01648,-0.001704561,1.51474,-0.02867949,-0.01595476,-0.0004999101,-0.05247976,-0.04144253,-0.02262858,0.8227078,0.3431268,-0.006211069,-0.003735513,0.5442586,1.062403,1.700357,0.0006110652,23.82617,0.0006951314,3.777593e-06,3.627124e-06,7.66615e-05,0.02195702,0.7,0,1e-05,-0.006084873,0.115665,1.379724,0.4625823,13339,0.910872,995.92,107.3149
445,1789944460.829,-0.4153435,-0.369607,1.498514,-0.07057853,-0.005112367,-0.09999996,-0.1560377,-0.01214496,-0.04020911,-0.1007074,-0.001881259,-0.05659,-0.003105219,1.461439,-0.02718961,-0.0568052,-0.001193661,-0.06535425,-0.06726583,-0.02626496,0.7799115,0.05683631,-0.006420558,-0.005091357,0.4992502,1.05789,1.24462,0.0006143803,23.8256,0.0007022019,3.816394e-06,3.528179e-06,8.047703e-05,0.02270617,0.35,0,1e-05,-0.005175879,0.1076493,2.807344,0.4677291,7503,0.9108433,984.78,105.6619
446,1789944463.581,-0.4039247,-0.3616847,1.498514,-0.06743835,-0.00625323,-0.08000001,-0.1519603,-0.01198504,-0.01047039,-0.09638177,-0.001762902,-0.05279999,-0.001938932,1.465663,-0.0260493,-0.04971042,-0.005385231,-0.06658473,-0.06718446,-0.02538498,0.7762399,0.1106891,-0.006428116,-0.004843207,0.5397502,1.03066,1.424846,0.0006530578,23.82488,0.0007325746,3.857918e-06,3.552859e-06,7.210609e-05,0.01691444,0.4,0.1,1e-05,-0.004639664,0.1364349,1.511847,1.190951,9092,0.9107969,983.99,105.2583
447,1789944465.932,-0.4079966,-0.3836701,1.498514,-0.08495818,-0.004386926,-0.06500001,-0.1519598,-0.01212338,-0.03409503,-0.09570216,-0.001744551,-0.05062,-0.00262481,1.518315,-0.02488868,-0.04837241,0,-0.06758477,-0.06454025,-0.02294092,0.7824227,0.1129352,-0.006468601,-0.004701947,0.480564,1.127315,1.678062,0.0006277355,23.824,0.0007141825,3.770365e-06,3.566334e-06,7.911034e-05,0.02621412,0.85,0,1e-05,-0.005412053,0.1117112,1.859019,0.4672182,10564,0.910759,953.66,101.5434
448,1789944469.255,-0.3932471,-0.3769111,1.498514,-0.07134741,-0.004083368,-0.035,-0.1329325,-0.01237713,-0.0004247738,-0.08707426,-0.001810585,-0.04578,-0.002560807,1.454614,-0.02559829,-0.04678219,-0.0001605396,-0.06455611,-0.06590339,-0.019794,0.7789299,0.1153398,-0.006461771,-0.004335157,0.456892,1.204387,1.653363,0.000590171,23.82302,0.000675679,3.740149e-06,3.49685e-06,7.827095e-05,0.02219981,0.45,0,1e-05,-0.006160452,0.07279855,2.832314,0.4688363,7444,0.9106857,953.66,102.0637
449,1789944471.057,-0.3989835,-0.3693503,1.498514,-0.06671481,-0.005011307,-0.06500001,-0.1429993,-0.01265881,-0.01293016,-0.09593826,-0.001946228,-0.04387999,-0.001894791,1.419514,-0.02917642,-0.04484949,-0.01390181,-0.06143492,-0.06392227,-0.02715374,0.7742757,0.1146479,-0.006595855,-0.004864294,0.4892694,1.068583,1.267054,0.000598059,23.82162,0.0006766881,3.615305e-06,3.435568e-06,7.157816e-05,0.02214819,0.4,0,1e-05,-0.005709958,0.08768407,1.330175,0.4572589,13749,0.9106327,957.34,102.1646
450,1789944474.307,-0.4029906,-0.3685753,1.498514,-0.0725068,-0.00328179,-0.0025,-0.1303687,-0.0120192,-0.01094261,-0.08752718,-0.001825412,-0.03246,-0.002118342,1.477039,-0.02764056,-0.03208164,0,-0.05683886,-0.04707105,-0.02418799,0.8073108,0.2288995,-0.006414353,-0.004330015,0.5258176,1.046985,1.551416,0.000593922,23.82054,0.0006714339,3.602824e-06,3.429456e-06,7.047963e-05,0.01912012,0.4,0,1e-05,-0.005201336,0.0930398,2.75759,0.4822984,7585,0.9105648,965.54,104.058
451,1789944477.414,-0.4142789,-0.3743955,1.498514,-0.0702123,-0.004926975,-0.04500001,-0.1544038,-0.01280401,-0.02065478,-0.1011545,-0.001910046,-0.04909001,-0.002140551,1.444213,-0.02927747,-0.05320247,-0.01388653,-0.06615823,-0.08073218,-0.02526823,0.7717828,0.05678141,-0.006488941,-0.004807686,0.48768,0.9853983,1.163735,0.0005973032,23.81911,0.0006765726,3.573914e-06,3.399115e-06,7.22964e-05,0.02376108,0.7,0,1e-05,-0.005537936,0.09683654,1.861705,1.195133,8039,0.9104981,987.4,106.4675
452,1789944479.381,-0.3986058,-0.3746346,1.498514,-0.07591154,-0.00288382,-0.045,-0.1263871,-0.01208211,-0.007728465,-0.08309452,-0.001759771,-0.02998,-0.00189505,1.452665,-0.02825876,-0.03049406,0,-0.05575855,-0.04842687,-0.01914324,0.8084335,0.2287994,-0.006385945,-0.004098393,0.5045881,1.038243,1.454972,0.0005854287,23.81773,0.0006582162,3.534429e-06,3.362186e-06,6.589088e-05,0.01690248,0.45,0.1,1e-05,-0.004812152,0.09261419,1.466914,0.4684615,12698,0.9104258,985.17,105.7267
453,1789944482.627,-0.4012795,-0.3758827,1.498514,-0.07681043,-0.00343455,-0.06500001,-0.1287858,-0.01224758,-0.002547114,-0.08521545,-0.00179343,-0.03165,-0.001961914,1.495889,-0.0271862,-0.03168596,-0.0003305528,-0.05996659,-0.05982869,-0.02157627,0.7942649,0.2258554,-0.006436009,-0.00425134,0.5493113,0.9388508,1.537635,0.0005797211,23.81624,0.0006578743,3.489025e-06,3.27367e-06,7.139057e-05,0.02027056,0.5,0,1e-05,-0.00549395,0.08774986,2.754333,0.4725621,7615,0.9103449,985.17,105.5791
454,1789944484.423,-0.4033133,-0.3921488,1.498514,-0.06164798,-0.005790509,-0.025,-0.1420919,-0.01202844,-0.1682387,-0.09286433,-0.001851465,-0.04936001,-0.002545605,1.474115,-0.02866078,-0.04887715,0,-0.06438877,-0.06604362,-0.02516363,0.773627,0.1125792,-0.006748606,-0.004692442,0.473057,0.7931649,1.333193,0.0005690395,23.81461,0.0006488146,3.550807e-06,3.30516e-06,7.291918e-05,0.01588872,0.2,0,1e-05,-0.00526952,0.098168,1.318781,0.4660666,13769,0.9102746,985.17,106.2355
455,1789944487.661,-0.4108381,-0.3764726,1.498514,-0.07858676,-0.004704633,-0.07166667,-0.1385607,-0.0117645,-0.04987881,-0.08984767,-0.001762403,-0.04742667,-0.002336734,1.47433,-0.02663124,-0.04468399,-0.0001049788,-0.06582944,-0.06317779,-0.02713652,0.782356,0.1510247,-0.006611017,-0.004449751,0.4959167,0.9760458,1.337858,0.0005931281,23.81324,0.0006757085,3.509319e-06,3.32196e-06,7.574911e-05,0.02039574,0.45,0,1e-05,-0.005621667,0.06847657,2.748488,0.4721484,7630,0.9102068,986.39,106.2926
456,1789944489.787,-0.400593,-0.3736543,1.498514,-0.07027964,-0.004411483,-0.07500001,-0.1556413,-0.01150318,-0.2353711,-0.1005634,-0.001894169,-0.06725998,-0.003147073,1.457863,-0.02974359,-0.06526467,0,-0.07017526,-0.08381332,-0.02600774,0.7582733,0,-0.006628259,-0.004724969,0.494618,0.8393511,1.079761,0.0005573019,23.81196,0.0006414725,3.500902e-06,3.328043e-06,7.734159e-05,0.01767091,0.45,0.05,1e-05,-0.005083996,0.07594551,1.323756,0.7430067,11891,0.9101521,989.52,106.3186
457,1789944492.817,-0.422718,-0.3621486,1.498514,-0.06308682,-0.00285211,-0.01,-0.1626623,-0.01414714,-0.003442165,-0.1033514,-0.002039107,-0.04728,-0.002760574,1.518316,-0.03173221,-0.04512975,0,-0.05682997,-0.05617034,-0.02162784,0.7962021,0.1151056,-0.006215594,-0.00461266,0.5392125,1.14232,1.169443,0.0005747632,23.81105,0.0006601429,3.542183e-06,3.373314e-06,7.846414e-05,0.0227484,0.8,0,1e-05,-0.004459779,0.07444739,2.533056,0.4739835,8172,0.9101168,999,108.1949
458,1789944496.121,-0.4010056,-0.3898275,1.498514,-0.07488735,-0.005217704,-0.105,-0.1445288,-0.0124147,-0.02993718,-0.09670686,-0.001888859,-0.04564001,-0.002414101,1.448764,-0.02950818,-0.04405872,-0.003589021,-0.06560107,-0.0780402,-0.02680167,0.7685463,0.1140929,-0.006562322,-0.00466698,0.5294145,1.069572,1.161199,0.0005940205,23.81022,0.0006816728,3.534336e-06,3.354495e-06,8.076352e-05,0.02064351,0.55,0,1e-05,-0.004659597,0.09119941,2.828373,0.4579337,7478,0.9100639,997.1,108.2376
459,1789944497.906,-0.4018006,-0.3829901,1.498514,-0.07617228,-0.003044805,-0.0075,-0.1257354,-0.01176761,-0.004460518,-0.0847788,-0.00182133,-0.03143001,-0.001965516,1.459813,-0.02877013,-0.03371891,-0.0001821307,-0.05770373,-0.05580356,-0.02261334,0.7960746,0.2273615,-0.006432673,-0.00418246,0.5163351,1.009825,1.525708,0.0005900285,23.80901,0.0006826021,3.528231e-06,3.357159e-06,8.568812e-05,0.02159707,0.5,0,1e-05,-0.004864356,0.08284757,1.308113,0.4639509,13868,0.9100059,994.85,107.5842
460,1789944501.194,-0.3982173,-0.374205,1.498514,-0.06961337,-0.00212781,-0.07250001,-0.1204656,-0.012312,-0.1552387,-0.079501,-0.001873442,-0.02572,-0.00185341,1.464364,-0.02852633,-0.02504476,-1.040328e-05,-0.05330293,-0.04762713,-0.02305035,0.8169238,0.2851746,-0.006379714,-0.003927729,0.5513612,0.941651,1.604228,0.0005754605,23.80788,0.0006714218,3.388403e-06,3.271904e-06,8.930097e-05,0.02412261,0.7,0,1e-05,-0.004310997,0.1044945,2.808327,0.4599736,7519,0.9099513,994.4,106.7576
461,1789944502.983,-0.4077321,-0.3764175,1.498514,-0.07045053,-0.003930991,-0.11,-0.1452399,-0.01226323,-0.005848517,-0.09439357,-0.001837607,-0.05244,-0.002459184,1.497731,-0.02707697,-0.04711562,-0.0006549219,-0.06529988,-0.06365412,-0.02670549,0.7821521,0.1120029,-0.006510526,-0.004638731,0.5153185,1.058577,1.320832,0.000547747,23.80679,0.0006437675,3.378827e-06,3.174325e-06,8.946728e-05,0.03259563,0.75,0,1e-05,-0.005056497,0.07982107,1.302019,0.4739132,13838,0.9098985,994.4,106.3714
