step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
368,1789944248.967,-0.4079523,-0.3633184,1.498514,-0.08799186,-0.004807556,-0.025,-0.1470453,-0.0119068,-0.3467128,-0.09478536,-0.001830976,-0.05115999,-0.002419432,1.426663,-0.02805634,-0.05197544,0,-0.06204843,-0.05885071,-0.0221072,0.7846526,0.1125615,-0.006575994,-0.004316433,0.505793,1.056784,1.168404,0.0006199273,23.91479,0.0007551304,5.651802e-06,5.377985e-06,0.0001241733,0.02106763,0.45,0,1e-05,-0.005957848,0.0748971,1.323296,0.8352904,11385,0.9152177,999,104.0012
369,1789944251.887,-0.4270941,-0.3853882,1.498514,-0.06308691,-0.00592119,-0.12,-0.1360336,-0.01213363,-0.3024288,-0.0872524,-0.001879575,-0.04998,-0.002128843,1.434463,-0.02652191,-0.05259606,0,-0.06191017,-0.06184971,-0.0248601,0.7841886,0.1134707,-0.006649674,-0.004520473,0.4686416,0.9179797,1.457568,0.0006254216,23.91289,0.0007376684,5.536799e-06,5.290025e-06,0.00010142,0.01584803,0.45,0.1,1e-05,-0.006922611,0.0826441,2.391355,0.5013742,8495,0.9151192,999,104.5196
370,1789944255.234,-0.4179603,-0.3833799,1.498514,-0.06492581,-0.006455476,0,-0.1353499,-0.01363457,-0.0005191934,-0.08862813,-0.00199602,-0.05373998,-0.002109288,1.461763,-0.02961183,-0.05189024,0,-0.06249335,-0.07154459,-0.02428257,0.7788746,0.1116803,-0.006325481,-0.004481663,0.4926182,0.9737038,1.340458,0.0006078283,23.91107,0.0007157345,5.613177e-06,5.179408e-06,9.71136e-05,0.02039262,0.45,0,1e-05,-0.004924227,0.1052901,2.872957,0.4599891,7373,0.9150319,999,104.7343
371,1789944257.030,-0.410393,-0.3810927,1.498514,-0.06069105,-0.004224679,-0.04000001,-0.1346062,-0.01269379,-0.006907431,-0.08724841,-0.001974503,-0.03723999,-0.002376915,1.460247,-0.02792379,-0.03913529,0,-0.05806788,-0.05104402,-0.02118101,0.7952456,0.1895582,-0.006129691,-0.00413184,0.5114262,1.090987,1.498519,0.00065245,23.90957,0.0007543176,5.518233e-06,5.222765e-06,9.112663e-05,0.01691938,0.25,0,1e-05,-0.005993756,0.0954628,1.323152,0.4607351,13776,0.9149714,999,104.3022
372,1789944260.258,-0.4182712,-0.3800608,1.498514,-0.05974637,-0.004737183,-0.1,-0.1685077,-0.01352842,-0.01025748,-0.1064497,-0.002000281,-0.06240001,-0.002112915,1.448114,-0.02934225,-0.0600225,-0.005065148,-0.06203283,-0.06079479,-0.02521873,0.7767509,0,-0.006538303,-0.004825083,0.5400209,0.9844705,1.323941,0.0006136914,23.90817,0.0007191068,5.430425e-06,5.143932e-06,9.484104e-05,0.02364391,0.85,0,1e-05,-0.00466074,0.08372938,2.747188,0.4658034,7648,0.9148853,989.56,103.7276
373,1789944262.111,-0.4195656,-0.3822061,1.498514,-0.07034312,-0.006032149,-0.0275,-0.1592064,-0.0123603,-0.1305945,-0.09990563,-0.001893905,-0.06454,-0.002669804,1.487765,-0.02582893,-0.06577025,0,-0.06407146,-0.06640287,-0.0247675,0.7725618,0,-0.006433442,-0.004793995,0.4837725,1.033938,1.164581,0.0006223674,23.90629,0.0007184305,5.356169e-06,5.055006e-06,8.565191e-05,0.01339747,0.15,0.05,1e-05,-0.006462312,0.09985348,1.334787,0.506706,13345,0.9147944,989.56,104.1673
374,1789944265.417,-0.4202956,-0.3763016,1.498514,-0.06107303,-0.00585919,-0.01,-0.1654793,-0.01280879,-0.002567704,-0.1071327,-0.002037514,-0.06681998,-0.00310437,1.472814,-0.02945669,-0.06481041,0,-0.06109798,-0.06187217,-0.02630065,0.783133,0,-0.006259982,-0.005076846,0.5180408,1.39634,1.234937,0.0006206919,23.90467,0.000714361,5.255341e-06,4.982179e-06,8.343159e-05,0.01664469,0.3,0,1e-05,-0.004952827,0.09997876,2.755462,0.5190563,7505,0.9147162,981.09,103.5621
375,1789944268.714,-0.409479,-0.3812174,1.498514,-0.06666033,-0.004844938,-0.0225,-0.1432901,-0.01327093,-0.003699638,-0.09162997,-0.001921097,-0.04755,-0.002345962,1.448114,-0.02709631,-0.05114986,0,-0.06073698,-0.05989723,-0.02303959,0.7868416,0.1132895,-0.006269293,-0.004322844,0.5152065,0.9182984,1.369496,0.0005973091,23.90329,0.0006912269,5.243781e-06,4.982832e-06,8.369113e-05,0.01943184,0.4,0,1e-05,-0.005881888,0.1061673,2.816845,0.469332,7478,0.9146647,979.78,103.5533
376,1789944270.647,-0.4037045,-0.3905414,1.498514,-0.0681219,-0.007749673,-0.125,-0.1244463,-0.01202,-0.3836673,-0.08176444,-0.00179417,-0.03472,-0.001698666,1.474115,-0.02825125,-0.03463094,-6.809548e-05,-0.06228001,-0.07097746,-0.02834452,0.7684835,0.22091,-0.006441887,-0.004336347,0.4769149,0.8357258,1.247033,0.0006132172,23.90208,0.0007095744,5.254674e-06,4.964045e-06,8.613853e-05,0.01950761,0.45,0,1e-05,-0.004883924,0.09678563,1.403587,0.5148411,12810,0.9145804,989.22,105.198
377,1789944273.912,-0.4062969,-0.3781254,1.498514,-0.0723468,-0.00476228,-0.0275,-0.1407016,-0.01204232,-0.1549203,-0.09056525,-0.001866726,-0.04796501,-0.00224249,1.461601,-0.0271301,-0.05106134,-3.030058e-05,-0.06132457,-0.0572811,-0.02279623,0.7825826,0.1127141,-0.006376666,-0.004434015,0.5211699,0.9662988,1.45814,0.0006157347,23.90038,0.0007139798,5.06263e-06,4.96762e-06,8.821487e-05,0.02540418,0.8,0,1e-05,-0.005865762,0.102652,2.779354,0.4690716,7565,0.9145079,979.82,103.8759
378,1789944276.047,-0.409292,-0.3845306,1.498514,-0.05621019,-0.005603339,-0.005,-0.1556529,-0.01358453,-0.002507841,-0.09865349,-0.002019347,-0.05062,-0.00217692,1.488414,-0.02883228,-0.04934744,-6.556035e-05,-0.0583252,-0.06336348,-0.02991743,0.793586,0.1136944,-0.006168662,-0.004648001,0.5169723,1.118574,1.10711,0.0006145021,23.89907,0.0007145352,5.111036e-06,4.87881e-06,9.004333e-05,0.0264447,1,0,1e-05,-0.005643276,0.1141368,1.316504,0.7708106,11773,0.9144467,986.38,104.1976
379,1789944279.075,-0.4153138,-0.372012,1.498514,-0.05928452,-0.004554867,-0.02,-0.1512118,-0.01268374,-0.001929098,-0.09505572,-0.00199427,-0.06718,-0.002573324,1.494265,-0.0295203,-0.06405704,-0.0004024467,-0.06129169,-0.06093941,-0.0214461,0.7798969,0,-0.006399052,-0.004763715,0.5107831,1.251214,1.428003,0.0006204138,23.8979,0.0007485256,5.054656e-06,4.838308e-06,0.0001182188,0.02248797,0.75,0,1e-05,-0.005569791,0.08850621,2.500862,0.501858,8184,0.9143896,987.69,104.6459
380,1789944282.438,-0.4076711,-0.3649437,1.498514,-0.06029632,-0.004051753,-0.0175,-0.1341925,-0.01288796,-0.01332571,-0.08738419,-0.001994818,-0.04246001,-0.001994705,1.458188,-0.02677195,-0.04177898,-0.0003550579,-0.05682478,-0.04448568,-0.02455929,0.801718,0.1707529,-0.006145393,-0.004369544,0.5138025,1.151378,1.440165,0.0006155621,23.89653,0.0007200655,5.078413e-06,4.87657e-06,9.454836e-05,0.03362234,1,0,1e-05,-0.005049652,0.07548422,2.883762,0.4650455,7338,0.9143026,987.69,104.689
381,1789944284.231,-0.4095325,-0.3825636,1.498514,-0.06055497,-0.005624857,-0.01875,-0.1393293,-0.01281288,-0.01752488,-0.09096559,-0.001975891,-0.04323,-0.00198558,1.485164,-0.02873076,-0.0402272,0,-0.05890203,-0.05454088,-0.02547171,0.7859675,0.1686737,-0.006272455,-0.004624905,0.5058916,1.085517,1.475001,0.0006150881,23.89478,0.0007118047,4.882326e-06,4.767426e-06,8.706682e-05,0.0201614,0.5,0.1,1e-05,-0.005830141,0.09599834,1.26582,0.5110395,13831,0.9142335,987.71,105.6326
382,1789944287.461,-0.4155274,-0.3811518,1.498514,-0.06580961,-0.005023627,-0.06250001,-0.1616627,-0.01270629,-0.01553548,-0.1018216,-0.001942815,-0.05717,-0.00241939,1.453314,-0.02809106,-0.05709049,0,-0.06257218,-0.05408768,-0.02289581,0.7812235,0.05581739,-0.006251601,-0.004648254,0.4974095,1.054167,1.241996,0.0006193791,23.89346,0.0007235824,4.964309e-06,4.797238e-06,9.444176e-05,0.02100869,0.65,0,1e-05,-0.005335822,0.06984488,2.754066,0.4648068,7634,0.9141616,989.62,105.1209
383,1789944289.632,-0.2875225,-0.2691709,1.067509,-0.04722054,-0.003123935,-0.01166667,-0.08665102,-0.008859994,-0.07045916,-0.05623014,-0.001369686,-0.01754,-0.001174172,1.034859,-0.01976299,-0.01737042,0,-0.04119271,-0.04020416,-0.01781819,0.5669188,0.2079557,-0.004510368,-0.002747571,0.3817517,0.6740748,1.121686,0.0006551723,23.89213,0.0007572802,4.918403e-06,4.848374e-06,9.234105e-05,0.02683995,0.85,0,1e-05,-0.004796678,0.1447582,1.322503,0.8054764,11548,0.9141175,979.72,104.2178
384,1789944292.533,-0.4159934,-0.3704127,1.498514,-0.08006465,-0.004883995,-0.06000001,-0.1489346,-0.0112365,-0.01789261,-0.0940911,-0.001871405,-0.06721999,-0.002748447,1.427963,-0.02531128,-0.06856256,-3.813185e-05,-0.06548484,-0.06099297,-0.02187,0.7763829,0,-0.006463981,-0.004639267,0.4995092,0.9152943,1.312406,0.0006251272,23.89139,0.0007262224,4.888804e-06,4.762806e-06,9.144356e-05,0.02407284,0.7,0,1e-05,-0.005258691,0.0892934,2.420887,0.4511769,8556,0.9140764,989.1,104.5542
385,1789944295.743,-0.4072759,-0.3620817,1.498514,-0.06561743,-0.005170154,-0.01,-0.1369857,-0.01221539,-0.004093448,-0.09017262,-0.001931153,-0.04716001,-0.002015294,1.422114,-0.02766594,-0.05159485,0,-0.06033226,-0.05298645,-0.02487241,0.789705,0.1144988,-0.006299102,-0.004518855,0.4943616,1.090646,1.347364,0.0006175762,23.89034,0.0007177221,4.857222e-06,4.69165e-06,9.059697e-05,0.01789776,0.3,0,1e-05,-0.005240548,0.09325869,2.723452,0.4720063,7690,0.9140097,989.1,103.6429
386,1789944297.576,-0.4181001,-0.3792978,1.498514,-0.08396316,-0.004386687,-0.035,-0.1328343,-0.01115215,-0.05727196,-0.08531805,-0.001775868,-0.035,-0.00182026,1.452664,-0.02701502,-0.03405052,0,-0.06068907,-0.05484317,-0.01910565,0.7897004,0.2253413,-0.006589354,-0.004076558,0.5403535,0.7474066,1.460701,0.0006433802,23.88888,0.0007530315,4.9879e-06,4.838339e-06,9.982503e-05,0.02552886,0.65,0,1e-05,-0.005802803,0.1105221,1.342205,0.4741356,13530,0.9139296,981.43,103.1264
387,1789944300.792,-0.4138908,-0.3723735,1.498514,-0.07785223,-0.004872681,-0.0125,-0.134964,-0.01214915,-0.05676435,-0.08782808,-0.001861955,-0.0419,-0.002150278,1.487439,-0.02682469,-0.04116222,0,-0.06135897,-0.05765023,-0.02367792,0.7876127,0.1682878,-0.0065727,-0.004407746,0.4817784,0.9544594,1.46046,0.0006521589,23.88739,0.0007683847,5.017842e-06,4.837287e-06,0.0001063706,0.02940843,0.85,0,1e-05,-0.005672344,0.1149504,2.739395,0.466996,7664,0.9138634,991.33,105.4114
388,1789944302.986,-0.4089092,-0.3784481,1.498514,-0.06866249,-0.005187533,-0.06750001,-0.1468749,-0.01197509,-0.0126433,-0.093786,-0.001906342,-0.05005,-0.002252154,1.428938,-0.02677705,-0.05132774,-0.0009309521,-0.06191812,-0.05770451,-0.02584482,0.7837032,0.1139589,-0.006534516,-0.004559872,0.5148032,1.096107,1.403632,0.0006456181,23.88637,0.0007500254,4.80549e-06,4.709987e-06,9.48918e-05,0.02710252,1,0,1e-05,-0.005089759,0.1195024,1.352516,0.7905033,11467,0.913824,986,105.0823
389,1789944305.901,-0.4095893,-0.3758787,1.498514,-0.06572714,-0.003867043,-0.02,-0.1367331,-0.01318265,-0.1388857,-0.08832087,-0.001916924,-0.04472667,-0.002114872,1.453747,-0.02671798,-0.04394917,0,-0.05718982,-0.04998875,-0.02284791,0.7953752,0.1519588,-0.006301831,-0.004307341,0.5031348,0.9974439,1.309571,0.0006380853,23.88536,0.0007445786,4.699341e-06,4.629865e-06,9.716409e-05,0.02731834,0.9,0,1e-05,-0.004720766,0.1031982,2.44161,0.4500041,8499,0.9137568,983.11,104.4753
390,1789944309.169,-0.4038003,-0.3733263,1.498514,-0.06906423,-0.004099733,-0.03,-0.1332955,-0.01232399,-0.0005643648,-0.08693659,-0.001916619,-0.04125001,-0.001949969,1.465338,-0.0275614,-0.04226962,0,-0.05896417,-0.05196531,-0.02504691,0.7983898,0.1712265,-0.006157552,-0.004207169,0.5001954,1.019313,1.621111,0.0006451685,23.88395,0.000740971,4.671308e-06,4.566501e-06,8.656462e-05,0.02725765,0.8,0,1e-05,-0.004688106,0.1115305,2.788757,0.4663329,7550,0.9136947,990.78,105.1365
391,1789944310.968,-0.06514888,-0.05979119,0.2550002,-0.01013365,-0.000484911,0,-0.0271426,-0.002153545,0,-0.01841887,-0.0003387498,-0.008580001,-0.0008379653,0.2216997,-0.003301193,-0.00934045,-0.006295131,-0.01136658,-0.01026201,-0.00899418,0.1338716,0,-0.001093904,-0.000886732,0.07115632,0.2034577,0.1359812,0.0006300073,23.8826,0.0007246236,4.672012e-06,4.601428e-06,8.534286e-05,0.02604831,0.9,0,1e-05,-0.0063596,0.1235708,1.337016,0.4498444,13753,0.9136186,982.19,103.5445
392,1789944314.188,-0.4167789,-0.3813485,1.498514,-0.06385982,-0.004517079,-0.0275,-0.1537982,-0.01217276,-0.005287677,-0.09899106,-0.001956012,-0.05789999,-0.002150853,1.483539,-0.02656721,-0.05451482,-0.0003503046,-0.05967852,-0.05802292,-0.02432189,0.7851712,0.05724575,-0.006279874,-0.004685161,0.4822281,1.092278,1.237913,0.0006283657,23.88088,0.0007261166,4.80183e-06,4.632981e-06,8.83162e-05,0.0201214,0.45,0.05,1e-05,-0.006435721,0.08224509,2.728697,0.4818599,7654,0.9135279,984.47,104.1383
393,1789944316.832,-0.4100595,-0.3708255,1.498514,-0.06453921,-0.003842692,-0.0175,-0.1319449,-0.01285616,-0.03147984,-0.08634493,-0.001970485,-0.03741,-0.002060005,1.467776,-0.02736257,-0.03736734,0,-0.05550938,-0.04934369,-0.02431521,0.8019225,0.1994264,-0.006205619,-0.004356117,0.514182,1.101559,1.456108,0.0006208101,23.87926,0.000715483,4.727321e-06,4.608259e-06,8.533722e-05,0.02226449,0.5,0,1e-05,-0.005376599,0.09196337,1.416548,1.180453,9463,0.9134591,987.36,105.2529
394,1789944319.296,-0.4013889,-0.3809877,1.498514,-0.06969165,-0.004244714,-0.155,-0.1274308,-0.01267127,-0.2210589,-0.08446606,-0.001836736,-0.03115999,-0.001618085,1.418862,-0.02919504,-0.03291775,-0.001985344,-0.05623326,-0.05591203,-0.02401675,0.7919374,0.2271207,-0.006410614,-0.004262466,0.5432083,0.9375922,1.319053,0.0006369962,23.87799,0.0007391996,4.656732e-06,4.575324e-06,9.297139e-05,0.02503269,0.6,0,1e-05,-0.005451064,0.1003217,1.968265,0.4714589,10073,0.9133971,986.59,105.0632
395,1789944322.574,-0.4145793,-0.3720895,1.498514,-0.07426055,-0.004627873,-0.02,-0.1462093,-0.01192427,-0.1252706,-0.09477372,-0.001868,-0.05095999,-0.002099156,1.454288,-0.02757887,-0.04994703,0,-0.06097509,-0.06119674,-0.02314906,0.7857251,0.1128591,-0.006472147,-0.004511424,0.5086156,1.053936,1.447164,0.0006276101,23.87679,0.0007295763,4.727729e-06,4.44276e-06,9.279572e-05,0.02670369,0.7,0,1e-05,-0.005869034,0.1007108,2.776938,0.4884522,7526,0.9133449,993,105.3642
396,1789944324.405,-0.4029995,-0.3752577,1.498514,-0.06205589,-0.005443669,-0.04500001,-0.1447132,-0.0130792,-0.01065496,-0.09371936,-0.001966979,-0.05912666,-0.002389463,1.432296,-0.02727423,-0.06008216,-0.0008968273,-0.06175874,-0.06368872,-0.02548553,0.7805732,0.03805875,-0.006375048,-0.004834674,0.5088177,1.045201,1.201612,0.000661785,23.87578,0.0007658867,4.751168e-06,4.550599e-06,9.48e-05,0.02178814,0.7,0,1e-05,-0.005863835,0.1027562,1.335966,0.4847443,13498,0.9132971,993,105.2862
397,1789944327.690,-0.4047867,-0.3764412,1.498514,-0.06865984,-0.003622703,-0.03,-0.1361314,-0.01166947,-0.1553127,-0.08692267,-0.001864465,-0.03621,-0.002254909,1.457538,-0.02671001,-0.04108904,-0.001052744,-0.05956521,-0.05450305,-0.02510376,0.7914858,0.1705668,-0.006459709,-0.004237346,0.5518846,1.131476,1.570407,0.0006634569,23.87482,0.0007647793,4.576711e-06,4.49084e-06,9.225486e-05,0.02628835,0.7,0,1e-05,-0.00527075,0.1221068,2.808066,0.4659984,7506,0.9132487,982.9,103.8088
398,1789944330.011,-0.4038907,-0.3733026,1.498514,-0.06369262,-0.006435561,-0.015,-0.1369071,-0.01330151,-0.004071217,-0.09103312,-0.001971078,-0.05263999,-0.001741147,1.432513,-0.02690147,-0.0494606,0,-0.06050442,-0.0773962,-0.02648626,0.7825764,0.113278,-0.006526522,-0.004778221,0.4950894,1.046937,1.110156,0.0006657765,23.87388,0.0007667182,4.520486e-06,4.454856e-06,9.196635e-05,0.02525995,0.5,0,1e-05,-0.005494456,0.1089336,1.346363,0.9306147,10793,0.9132042,977.73,103.4713
399,1789944332.902,-0.392734,-0.3858862,1.498514,-0.06584929,-0.001125964,0,-0.1002913,-0.0129362,-0.273542,-0.0674025,-0.001857362,0,-0.0008853999,1.520915,-0.02796812,0,0,-0.0463279,-0.03720922,-0.02083981,0.8232519,0.4533647,-0.006150789,-0.003401906,0.5803518,0.8786368,1.78063,0.0006251605,23.87287,0.0007303393,4.559904e-06,4.371216e-06,9.624769e-05,0.02039159,0.45,0,1e-05,-0.005484301,0.1102814,2.391768,0.4763706,8568,0.9131457,979.41,104.1881
400,1789944336.218,-0.4080669,-0.3855949,1.498514,-0.0750801,-0.00488976,-0.03,-0.1393801,-0.01238555,-0.2244647,-0.0897631,-0.001889369,-0.05313332,-0.002106734,1.433163,-0.02640422,-0.0568002,0,-0.06362887,-0.06264102,-0.02377085,0.7809283,0.07522514,-0.006441088,-0.00453632,0.4871306,0.9570668,1.456554,0.0006503233,23.87156,0.0007732538,4.503509e-06,4.480575e-06,0.0001139465,0.01848492,0.35,0,1e-05,-0.005629336,0.09383179,2.841937,0.4602473,7442,0.9130733,975.68,102.9027
401,1789944338.222,-0.4039153,-0.3753057,1.498514,-0.06426646,-0.005291184,-0.05125001,-0.1389667,-0.01237146,-0.02336698,-0.09008598,-0.001911695,-0.05369,-0.001995483,1.449576,-0.0271487,-0.05003309,0,-0.06044081,-0.05620244,-0.02421336,0.7888077,0.1127757,-0.006422681,-0.004676749,0.4981429,0.9458058,1.233011,0.0006310705,23.87033,0.0007603761,4.46722e-06,4.413534e-06,0.0001204248,0.02110655,0.65,0,1e-05,-0.005779316,0.1083433,1.393994,0.5526121,12625,0.9130363,985.78,104.3286
402,1789944341.674,-0.416878,-0.3722013,1.498514,-0.0619708,-0.002047953,0,-0.1353114,-0.01305446,0,-0.08577161,-0.0019909,-0.03208,-0.00187235,1.499464,-0.02729401,-0.03231875,0,-0.05267274,-0.04487973,-0.01973398,0.8139934,0.2284522,-0.006066137,-0.004130465,0.549039,1.112193,1.528178,0.0006441661,23.86987,0.0007672794,4.559334e-06,4.445854e-06,0.000114108,0.03225027,0.95,0,1e-05,-0.005968675,0.1048079,2.967864,0.4611747,7167,0.9130207,984.16,104.2713
403,1789944344.240,-0.4088469,-0.3647114,1.498514,-0.07915026,-0.004646124,-0.2199999,-0.1488062,-0.01084409,-0.1153843,-0.0967214,-0.001855122,-0.04445999,-0.00192271,1.414963,-0.0305847,-0.04218799,-0.004493111,-0.06235211,-0.079955,-0.02673074,0.7686304,0.1132829,-0.006700505,-0.004438491,0.4994666,0.9047351,1.28212,0.0006289197,23.86951,0.0007551229,4.561669e-06,4.518361e-06,0.0001171232,0.02365867,0.8,0,1e-05,-0.005173343,0.1131284,1.360225,1.15846,9757,0.9130034,984.07,104.1709
404,1789944346.942,-0.4060521,-0.3633973,1.498514,-0.06669819,-0.002305422,0,-0.1255923,-0.0123816,0,-0.08292942,-0.00192922,-0.03242001,-0.002474659,1.500114,-0.02920984,-0.03472614,0,-0.05739171,-0.04693555,-0.02040911,0.8007194,0.227025,-0.006163299,-0.004056692,0.5438857,1.016546,1.541236,0.0006392468,23.86902,0.0007791255,4.503099e-06,4.388113e-06,0.0001309874,0.02014114,0.55,0,1e-05,-0.006035438,0.1015936,2.156361,0.5171008,9192,0.912973,984.07,104.7328
405,1789944350.206,-0.4074813,-0.3798562,1.498514,-0.07401551,-0.004618928,-0.06374998,-0.1326569,-0.01150772,-0.1157087,-0.08673596,-0.001804339,-0.04065,-0.002035954,1.473302,-0.02727914,-0.03765004,-3.382852e-05,-0.06193813,-0.06036445,-0.02223321,0.7801095,0.1944051,-0.006464401,-0.004263099,0.519385,1.030623,1.531687,0.0006297396,23.86827,0.000777703,4.3708e-06,4.3208e-06,0.0001392718,0.01967972,0.45,0,1e-05,-0.005134362,0.1225082,2.765295,0.484586,7562,0.912926,977.91,104.3147
406,1789944352.139,-0.4104115,-0.3626919,1.498514,-0.08236425,-0.003292993,-0.005,-0.117165,-0.01208429,-0.1480015,-0.07768218,-0.001867242,-0.01946,-0.00158391,1.496214,-0.02846016,-0.01709835,0,-0.05397136,-0.04269376,-0.02243922,0.8087548,0.3395091,-0.006387624,-0.003992669,0.569313,0.8216388,1.561346,0.0006156362,23.86727,0.0007459965,4.461272e-06,4.271509e-06,0.0001216275,0.02020661,0.55,0,1e-05,-0.006022742,0.1090097,1.394445,0.5214353,12827,0.9128798,974.68,104.2585
407,1789944355.411,-0.4086995,-0.3692116,1.498514,-0.07196819,-0.003793043,-0.035,-0.142124,-0.01136072,-0.0007494182,-0.09104683,-0.001855668,-0.05081999,-0.002569482,1.463063,-0.02638996,-0.04947325,0,-0.06233197,-0.06218693,-0.02766482,0.7907602,0.1140453,-0.00640087,-0.004454122,0.5026542,0.8921058,1.422656,0.0006157525,23.86623,0.0007199536,4.467167e-06,4.232958e-06,9.550096e-05,0.02123279,0.6,0,1e-05,-0.005581968,0.09619334,2.776291,0.4783952,7550,0.9128212,985.87,104.5646
408,1789944357.737,-0.4045851,-0.3848709,1.498514,-0.06800427,-0.003743834,-0.04500001,-0.1396743,-0.01222299,-5.981326e-05,-0.08866479,-0.001900893,-0.05619998,-0.002108057,1.438364,-0.02670395,-0.05061973,0,-0.0610999,-0.05189815,-0.0226623,0.7955797,0.1144776,-0.006289849,-0.004317382,0.5086094,0.9358274,1.3002,0.0006263911,23.86476,0.0007218175,4.319206e-06,4.288786e-06,8.681839e-05,0.01874752,0.35,0,1e-05,-0.005837043,0.08549397,1.327291,0.954905,10768,0.9127337,985.87,105.0444
409,1789944360.688,-0.4046212,-0.3843671,1.498514,-0.06864252,-0.003632408,-0.0225,-0.1305006,-0.01208167,-0.02922503,-0.08344825,-0.001887788,-0.05125,-0.001922576,1.440963,-0.02584519,-0.05017384,0,-0.06141957,-0.05763098,-0.02244217,0.7929062,0.1143741,-0.006401951,-0.004318249,0.5134839,1.003788,1.439077,0.0006278868,23.86331,0.0007256008,4.499083e-06,4.313059e-06,8.890186e-05,0.02483486,0.7,0,1e-05,-0.005939215,0.08978159,2.409626,0.5080383,8423,0.9126915,992.03,106.2645
410,1789944363.958,-0.4051982,-0.3805074,1.498514,-0.06547318,-0.004292628,-0.3350004,-0.1420292,-0.01218855,-0.1030014,-0.09306773,-0.001884449,-0.06166,-0.002662383,1.448439,-0.0254433,-0.05830207,0,-0.06146596,-0.05668249,-0.02860317,0.7938962,0.05721698,-0.006476969,-0.004740946,0.4934357,0.9061862,1.129921,0.0006340523,23.86256,0.000724914,4.365135e-06,4.217959e-06,8.227861e-05,0.01802196,0.3,0,1e-05,-0.005676707,0.08499947,2.789631,0.4699109,7539,0.9126534,997.24,106.0297
411,1789944365.898,-0.4075128,-0.3667994,1.498514,-0.07325687,-0.003487643,-0.14,-0.1313141,-0.01167259,-0.410648,-0.08480512,-0.001774069,-0.03689999,-0.00163758,1.451362,-0.02726397,-0.0322729,0,-0.05709556,-0.05996273,-0.02570101,0.7882363,0.220815,-0.006307834,-0.004369368,0.5252503,0.9518846,1.422518,0.0006067929,23.86182,0.0007029886,4.387863e-06,4.205891e-06,8.7602e-05,0.02161788,0.6,0,1e-05,-0.005711056,0.09522215,1.368564,0.554328,12780,0.9126187,997.24,106.7998
412,1789944369.187,-0.4015666,-0.3668265,1.498514,-0.07137102,-0.006113309,-0.035,-0.1563111,-0.01140091,-0.1162772,-0.1026178,-0.001938784,-0.06412001,-0.002303877,1.431864,-0.02746783,-0.0666075,-0.0008187502,-0.06540942,-0.07470869,-0.02758878,0.7776343,0,-0.006581317,-0.004861291,0.4995266,0.9818124,1.096728,0.0006334113,23.86103,0.0007256488,4.508385e-06,4.301153e-06,8.342796e-05,0.01955218,0.4,0,1e-05,-0.006088026,0.1058158,2.807718,0.4630122,7513,0.9125716,985.82,105.0177
413,1789944371.034,-0.3980235,-0.3783436,1.498514,-0.05446538,-0.003164403,-0.025,-0.1374825,-0.0128039,-0.1128986,-0.08886074,-0.001956948,-0.04794,-0.002032451,1.486464,-0.02668,-0.04873298,0,-0.06104957,-0.05570599,-0.02235958,0.7947549,0.1136348,-0.006011117,-0.0043638,0.5193004,1.123151,1.639738,0.0006046101,23.85999,0.0006942566,4.475415e-06,4.318466e-06,8.085259e-05,0.01919859,0.4,0,1e-05,-0.005626099,0.08964508,1.314708,0.5194967,13398,0.9125175,981.45,104.964
414,1789944374.317,-0.4062878,-0.3827624,1.498514,-0.06311762,-0.00342638,-0.02,-0.1645186,-0.01331031,-1.427889e-05,-0.1040768,-0.001957643,-0.06149999,-0.002622976,1.489065,-0.02373072,-0.06388891,0,-0.06421527,-0.05453454,-0.02716645,0.7865424,0,-0.006401739,-0.004771543,0.5074669,1.073968,1.149542,0.0006261425,23.85896,0.0007162488,4.461743e-06,4.391103e-06,8.125342e-05,0.01692913,0.4,0.05,1e-05,-0.00608124,0.1022222,2.737971,0.5222902,7538,0.912478,981.45,104.7039
