step,time_s,tip_err_l1_m,tip_err_x_m,tip_err_y_m,tip_err_z_m,base_z_m,force_cmd_n,force_est_n,base_vx_mps,base_vy_mps,base_wz_radps,base_roll_rad,base_pitch_rad,goal_radius_m,goal_pitch_rad,goal_yaw_rad,tip_x_m,tip_y_m,tip_z_m,action_absmax,torque_absmax_nm
80,1.6,0.541302,0.100823,0.0153654,0.425114,0.151805,0,8.6401,0.024624,-0.0230987,-0.196294,2.25907,0.0288671,0.5,0.266764,0,0.551258,-0.341535,0.196692,8.99524,33.1036
81,1.62,0.554673,0.102003,0.0197496,0.43292,0.151759,0,7.92502,0.0485712,0.0174828,-0.0604968,2.25742,0.0300233,0.5,0.262244,0,0.549381,-0.333197,0.186705,9.31205,31.2113
82,1.64,0.573881,0.107746,0.0222286,0.443907,0.151576,0,7.62696,0.0284322,0.0180084,0.0653602,2.25531,0.0310509,0.5,0.257725,0,0.547642,-0.331159,0.173534,9.48865,28.4668
83,1.66,0.599692,0.110813,0.0306626,0.458216,0.151149,0,7.34249,0.0333261,-0.0121666,0.135153,2.25092,0.0304365,0.5,0.253205,0,0.550089,-0.326257,0.157038,10.3614,25.8323
84,1.68,0.624786,0.122066,0.0342865,0.468434,0.151076,0,6.95824,0.00705571,-0.0204668,0.153692,2.24908,0.0314881,0.5,0.248686,0,0.54325,-0.326466,0.144632,11.7989,23.7
85,1.7,0.649455,0.13273,0.0349833,0.481742,0.151016,0,6.98256,0.027514,0.0122827,-0.0488969,2.24792,0.0323105,0.5,0.244167,0,0.535291,-0.327463,0.129132,13.1053,23.7
86,1.72,0.67536,0.14994,0.036777,0.488643,0.151037,0,7.29973,0.013391,0.0127829,-0.0462444,2.2469,0.031916,0.5,0.239647,0,0.517595,-0.323436,0.120036,14.1498,23.7
87,1.74,0.701403,0.167444,0.033522,0.500437,0.152148,0,7.56544,0.00168709,0.00575534,-0.0280371,2.20731,0.0311997,0.5,0.235128,0,0.499271,-0.325279,0.106047,14.8427,23.7
88,1.76,0.720045,0.189677,0.0309087,0.499459,0.15069,0,7.73214,0.0285919,0.028689,-0.105135,2.26464,0.0322424,0.5,0.230608,0,0.477321,-0.326742,0.104826,15.171,23.7
89,1.78,0.739079,0.213156,0.0275075,0.498415,0.150612,0,8.06547,-0.0068303,0.003933,0.0140002,2.26274,0.0325734,0.5,0.226089,0,0.45581,-0.331928,0.103668,15.0256,23.7
90,1.8,0.737081,0.215757,0.0295756,0.491748,0.150664,0,8.13441,-0.0044798,0.01535,-0.0525151,2.26172,0.032008,0.5,0.221569,0,0.451949,-0.329358,0.108132,14.5038,23.7
91,1.82,0.735956,0.216702,0.0328099,0.486444,0.15092,0,7.54228,-0.0149668,0.010318,0.0297319,2.26368,0.0329842,0.5,0.21705,0,0.448746,-0.326223,0.111231,13.7718,23.7
92,1.84,0.751393,0.218273,0.0347326,0.498388,0.152837,0,6.63209,0.0149944,0.0021159,-0.136815,2.23971,0.0384408,0.5,0.212531,0,0.443932,-0.324763,0.0970794,12.954,23.7
93,1.86,0.762256,0.218118,0.0324878,0.51165,0.154465,0,5.93363,0.00934848,0.0124994,-0.0314671,2.22336,0.043125,0.5,0.208011,0,0.442589,-0.327053,0.0816072,12.0478,23.7
94,1.88,0.77382,0.213284,0.0320122,0.528524,0.156153,0,5.28333,0.00648436,0.0179022,0.102014,2.19775,0.0470534,0.5,0.203492,0,0.447574,-0.333286,0.0625214,11.1262,23.7
95,1.9,0.813982,0.216862,0.0383832,0.558736,0.157814,0,4.8252,0.0257654,0.0322578,-0.0639383,2.14407,0.055885,0.5,0.198972,0,0.45653,-0.341974,0.0300951,10.2107,23.7
96,1.92,0.827756,0.215927,0.0442647,0.567564,0.159273,0,4.09053,0.0290465,0.0184847,-0.137714,2.11161,0.0623625,0.5,0.194453,0,0.463093,-0.342491,0.0190506,10.464,23.7
97,1.94,0.828985,0.214361,0.0497462,0.564879,0.161799,0,3.75459,0.0497306,0.0325357,-0.360925,2.10053,0.073071,0.5,0.189933,0,0.466561,-0.33736,0.0195181,10.8601,24.8642
98,1.96,0.832227,0.212918,0.05603,0.563279,0.165496,0,3.83445,0.0318827,0.0419525,-0.241869,2.08675,0.0853034,0.5,0.185414,0,0.46956,-0.333516,0.0188976,11.0754,28.6382
99,1.98,0.829917,0.210161,0.0575188,0.562237,0.168378,0,4.35654,0.0511804,0.0362589,-0.294148,2.08035,0.0958037,0.5,0.180895,0,0.471578,-0.33036,0.0177174,11.3569,30.1376
100,2,0.821488,0.201684,0.0601136,0.55969,0.167487,0,5.07815,-0.023934,-0.0542331,0.148314,2.09898,0.0912102,0.5,0.176375,0,0.477918,-0.327604,0.0180408,11.5229,28.0733
101,2.02,0.81706,0.199037,0.0598679,0.558155,0.166824,0,5.76428,-0.0242271,-0.0299042,0.125002,2.09592,0.0864181,0.5,0.171856,0,0.476506,-0.325601,0.0173505,11.5593,23.7
102,2.04,0.81993,0.19693,0.0669231,0.556077,0.164415,0,6.51961,-0.025369,-0.0517849,0.28123,2.07231,0.0708832,0.5,0.167336,0,0.47952,-0.323708,0.0172007,10.9976,23.7
103,2.06,0.810692,0.190219,0.0669324,0.553541,0.163666,0,7.41636,-0.00878711,0.0160103,0.0123729,2.05316,0.0567907,0.5,0.162817,0,0.479471,-0.319555,0.0175083,10.3246,23.7
104,2.08,0.806824,0.197429,0.0582624,0.551133,0.165225,0,8.00432,0.0764793,0.0517271,-0.321943,2.07679,0.0766447,0.5,0.158297,0,0.473956,-0.322025,0.0176858,9.61131,23.7
105,2.1,0.798976,0.204061,0.0459153,0.549,0.16814,0,8.10077,0.0766647,0.0491711,-0.300179,2.11373,0.0971902,0.5,0.153778,0,0.46736,-0.325819,0.0175867,9.06802,28.519
106,2.12,0.778799,0.205507,0.0259565,0.547336,0.170948,0,7.99675,0.146406,0.00111446,-0.310284,2.15982,0.120621,0.5,0.149258,0,0.45908,-0.325449,0.0170165,8.85507,31.2455
107,2.14,0.756846,0.204566,0.00723007,0.54505,0.171654,0,7.60687,0.18648,-0.0365531,-0.0653169,2.17833,0.129741,0.5,0.144739,0,0.452276,-0.319486,0.0170675,8.79525,31.9284
108,2.16,0.755581,0.205709,0.00711885,0.542753,0.169575,0,6.97002,0.135084,-0.0656529,0.193027,2.17555,0.118297,0.5,0.14022,0,0.447092,-0.311762,0.0171274,8.61825,30.4157
109,2.18,0.768374,0.206547,0.0215772,0.54025,0.164043,0,6.62669,0.0107005,-0.0453625,-0.295653,2.14158,0.0864391,0.5,0.1357,0,0.43435,-0.3079,0.0173924,8.59095,27.865
110,2.2,0.781019,0.21289,0.029304,0.538825,0.154027,0,6.24252,0.0612864,0.104988,-0.0621914,2.15483,0.0372724,0.5,0.131181,0,0.414283,-0.309399,0.0165771,9.00846,26.99
111,2.22,0.800701,0.227574,0.0466327,0.526495,0.151664,0,5.20281,-0.0288017,0.0546954,0.336308,2.21285,0.0262703,0.5,0.126661,0,0.408904,-0.336055,0.0266668,9.37512,23.8459
112,2.24,0.784245,0.228306,0.0404976,0.515442,0.150944,0,3.91484,-0.0425995,0.00597931,0.326109,2.25612,0.0228392,0.5,0.122142,0,0.423883,-0.346214,0.0354776,10.718,23.7
