step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
33,1790175099.252,-0.4003047,-0.4330537,1.224007,-0.07172188,-0.007280768,-0.22,-0.1342786,-0.01792812,-0.001634246,-0.09449305,-0.001701216,-0.03165667,-0.001425044,0.9423544,-0.03218886,-0.03469238,0,-0.04564929,-0.07299887,-0.03623266,0.6309664,0.1380443,-0.004677444,-0.003560465,0.3355227,0.7367365,0.3328921,1.050264,0.003847351,0.0001975309,25.0629,0.006222086,0.000394483,0.0004927965,0.001487456,0.01401453,0.15,0.1,0,0.0001975309,-0.03103535,0.07376712,0.9676569,1.57416,38674,0.972985,798.72,72.27882
34,1790175101.801,-0.4082795,-0.4366876,1.260008,-0.07238311,-0.007882843,-0.2558332,-0.1348976,-0.01764197,-0.004361964,-0.09549876,-0.001754688,-0.04217999,-0.001684753,0.9026034,-0.03313104,-0.04658819,0,-0.04703454,-0.07443675,-0.04044762,0.6495955,0.07970832,-0.004803169,-0.003596025,0.331957,0.7957734,0.3147804,0.9347453,0.003810274,0.0004444444,25.01753,0.006122376,0.0003855339,0.0004695583,0.00145701,0.01045725,0,0.15,0,0.0004444444,-0.02758452,0.06773482,0.9649045,1.577253,38669,0.9703787,824.23,75.40307
35,1790175104.343,-0.4297262,-0.4528883,1.296009,-0.07769947,-0.007517724,-0.1949999,-0.1465049,-0.01884198,-0.0009666189,-0.1011766,-0.001804167,-0.04753333,-0.001926354,0.9230875,-0.0338788,-0.04999283,0,-0.04859718,-0.0730662,-0.03945138,0.6738348,0.07340749,-0.004935508,-0.003651979,0.313992,0.824415,0.4244182,1.005471,0.003767383,0.0001316872,24.95035,0.006088063,0.0003942284,0.0004575991,0.001468853,0.01486307,0.2,0.1,0,0.0001316872,-0.03090815,0.1118479,0.9620721,1.572248,38789,0.9670686,847.97,77.48374
36,1790175106.906,-0.4375902,-0.4649237,1.33201,-0.07855423,-0.009020166,-0.3124998,-0.1398546,-0.01867987,-0.000490315,-0.09841667,-0.001859741,-0.03606001,-0.001254061,1.020054,-0.03582017,-0.03915113,0,-0.04961793,-0.09457445,-0.04357985,0.6819308,0.1402129,-0.005153528,-0.003945093,0.3715214,0.9027452,0.352162,0.9889568,0.003676784,0.0004444444,24.90288,0.005999746,0.0003913028,0.000455332,0.001476328,0.01125899,0,0.2,0,0.0004444444,-0.02670773,0.07570254,0.9793289,1.577972,38440,0.963977,872.11,78.2597
37,1790175109.456,-0.4482275,-0.4792096,1.368011,-0.08351277,-0.007947258,-0.1266667,-0.154996,-0.01941017,-0.0006850506,-0.109047,-0.001901536,-0.0433,-0.001895284,1.015405,-0.0357459,-0.04793163,0,-0.05097994,-0.07933142,-0.04792404,0.7080505,0.1102307,-0.005222419,-0.003865919,0.3793735,0.8156322,0.3782709,1.016451,0.003544427,0.0002962963,24.83687,0.005807048,0.0003995564,0.0004483665,0.001414698,0.01521117,0.1,0.1,0,0.0002962963,-0.02913603,0.09013182,0.9689989,1.574306,38652,0.9612201,882.43,80.26857
38,1790175112.091,-0.4594867,-0.4950086,1.404011,-0.08362408,-0.007488932,-0.1225,-0.1603883,-0.01987193,-0.002098177,-0.1124541,-0.00195318,-0.0431575,-0.002411559,1.034075,-0.03569935,-0.0477737,0,-0.05211639,-0.07780661,-0.04525782,0.7307808,0.1202799,-0.005379251,-0.003882986,0.370164,0.9054973,0.4379774,1.103699,0.003529745,0.0004444444,24.79415,0.005781479,0.0003843298,0.0004324883,0.001434915,0.01166116,0,0.1,0,0.0004444444,-0.02798567,0.0712214,1.03712,1.590997,37404,0.958597,922.76,83.20669
39,1790175114.692,-0.4683279,-0.4998122,1.440012,-0.08474096,-0.008682152,-0.1674999,-0.1645277,-0.02045402,-0.007751889,-0.1159351,-0.002001923,-0.03598667,-0.002118518,1.12939,-0.03845453,-0.04047989,-0.0001898594,-0.05432823,-0.08806568,-0.04630097,0.7437334,0.1737584,-0.005510977,-0.004086276,0.3815832,0.8669519,0.3771741,1.099331,0.003473424,0.0001316872,24.72887,0.005753578,0.0003948036,0.0004252703,0.001460081,0.0149968,0.2,0.1,0,0.0001316872,-0.03023357,0.06498724,1.028604,1.566169,37885,0.9552937,940.59,86.1591
40,1790175117.318,-0.4775984,-0.5148445,1.476013,-0.08729204,-0.008186306,-0.1719999,-0.162331,-0.02095969,-0.000690059,-0.1143374,-0.002054059,-0.035344,-0.002273951,1.177088,-0.03829608,-0.04008261,0,-0.05531254,-0.08443936,-0.0490321,0.767297,0.1942606,-0.005600221,-0.004091922,0.4084599,0.9164757,0.3563053,1.280903,0.003397575,0.0002962963,24.6902,0.005626801,0.0003744285,0.0004091354,0.001445662,0.009325961,0,0.15,0,0.0002962963,-0.0234899,0.0688142,1.042847,1.574511,37558,0.9532077,970.13,87.98776
41,1790175119.916,-0.4857416,-0.514181,1.498514,-0.08630382,-0.007736595,-0.09,-0.1705652,-0.02106867,-0.006920597,-0.120062,-0.002079622,-0.037325,-0.002565327,1.161944,-0.037964,-0.04126472,-8.276555e-05,-0.05648017,-0.07842971,-0.05255511,0.7802571,0.1928644,-0.005741568,-0.004120911,0.3857539,0.9482609,0.5377067,1.254542,0.00333788,0.0001316872,24.62136,0.005545308,0.0003622925,0.0003964161,0.00144872,0.01583478,0.2,0.15,0,0.0001316872,-0.02928971,0.08754109,1.023354,1.567705,37939,0.9497235,991.15,90.58955
42,1790175122.513,-0.480868,-0.513612,1.498514,-0.08724812,-0.008048712,-0.1379999,-0.1686739,-0.02111799,-0.004302408,-0.1179098,-0.002084452,-0.02996,-0.002451746,1.226978,-0.03750345,-0.03223961,0,-0.05629812,-0.08144544,-0.04676471,0.7790924,0.2425246,-0.00566771,-0.004130741,0.4008346,0.9646176,0.3994649,1.333502,0.003260183,0.0002962963,24.58612,0.005404139,0.0003410662,0.000370789,0.001432101,0.009302113,0,0.15,0,0.0002962963,-0.0225253,0.06695179,1.033657,1.556754,37949,0.9479007,999,92.96287
43,1790175125.102,-0.479527,-0.5132202,1.498514,-0.08386865,-0.008177157,-0.1061111,-0.1600654,-0.02101692,-0.002713187,-0.112815,-0.002083437,-0.04209555,-0.002244151,1.135529,-0.03938582,-0.04820787,-0.0003148296,-0.05547386,-0.08079691,-0.04239444,0.7800008,0.1468773,-0.005706112,-0.004154454,0.398301,0.9263422,0.4427733,1.247425,0.003304578,0.0004444444,24.52773,0.005416659,0.0003251249,0.0003588401,0.001428115,0.01228894,0,0.1,0,0.0004444444,-0.02681425,0.07101727,1.015241,1.565609,38089,0.9445288,999,92.48739
44,1790175127.716,-0.4786317,-0.522388,1.498514,-0.08733671,-0.008720005,-0.08999997,-0.1706752,-0.0207382,-0.004161167,-0.1181958,-0.002078049,-0.04724666,-0.002399944,1.110541,-0.03922109,-0.05523384,-0.0002531153,-0.05692437,-0.08892082,-0.04303769,0.7786419,0.1102829,-0.005761588,-0.004165813,0.4112702,0.9401793,0.3816408,1.196029,0.003213876,0.0001975309,24.47144,0.005340533,0.0003195438,0.0003601743,0.001446939,0.01607128,0.15,0.1,0,0.0001975309,-0.02741341,0.07588203,1.028508,1.578364,37709,0.9422584,982.97,91.12056
45,1790175130.268,-0.4778946,-0.5160878,1.498514,-0.08821901,-0.007461867,-0.04416667,-0.1634241,-0.0207811,-0.0001462676,-0.1167588,-0.002082543,-0.03806666,-0.002574929,1.193525,-0.03914166,-0.04282191,0,-0.05444456,-0.07655473,-0.04209567,0.7830291,0.1845343,-0.005688681,-0.0040046,0.3993255,0.9566973,0.4242071,1.396352,0.003181802,0.0004444444,24.43464,0.005249591,0.0003001594,0.0003482777,0.001419352,0.01245622,0,0.15,0,0.0004444444,-0.02611625,0.08114686,1.023835,1.520447,38637,0.9399012,999,94.51388
46,1790175132.856,-0.4764088,-0.5126122,1.498514,-0.08239004,-0.008443505,-0.1429999,-0.1569881,-0.02119254,-0.009970094,-0.1103378,-0.002087669,-0.038188,-0.001953402,1.161586,-0.03836129,-0.04705802,0,-0.05604906,-0.08434004,-0.04060639,0.7768666,0.1539553,-0.005716014,-0.004228251,0.4060646,0.911096,0.4059954,1.354694,0.003167784,0.0001975309,24.38176,0.005236291,0.0002967267,0.0003579242,0.001413856,0.01540231,0.15,0.1,0,0.0001975309,-0.0286727,0.0654557,1.021745,1.559494,38084,0.9376869,999,96.14462
47,1790175135.449,-0.4807053,-0.5119793,1.498514,-0.08313971,-0.007723252,-0.06428571,-0.1635082,-0.02070439,-0.00216013,-0.1145998,-0.002085966,-0.04053143,-0.002439143,1.16415,-0.03870383,-0.04732134,0,-0.05559197,-0.07662667,-0.04404859,0.7805322,0.1573818,-0.005695178,-0.004011899,0.404343,0.9180076,0.4332876,1.232653,0.003114467,0.0004444444,24.35105,0.005156013,0.0002899965,0.0003485621,0.001402988,0.01237448,0,0.15,0,0.0004444444,-0.02448156,0.07185875,1.019208,1.566229,38022,0.9361148,982.52,93.62189
48,1790175138.035,-0.4734462,-0.5033969,1.498514,-0.08247261,-0.007706269,-0.05214287,-0.1573672,-0.02097974,-0.0009545001,-0.1103764,-0.002088942,-0.04818,-0.002119651,1.120228,-0.03834078,-0.05458974,0,-0.05457612,-0.07952595,-0.04005872,0.7835325,0.1108819,-0.00568797,-0.004015511,0.3962185,0.9708732,0.4793753,1.213108,0.003086765,0.0002962963,24.31142,0.005141527,0.0002910956,0.0003430686,0.001420598,0.01586583,0.1,0.1,0,0.0002962963,-0.02758939,0.07625983,1.020881,1.558402,38112,0.9342444,999,95.59917
49,1790175140.632,-0.4758207,-0.5076322,1.498514,-0.08491628,-0.008311789,-0.05111111,-0.1641583,-0.02086591,-0.01155943,-0.1137834,-0.002080062,-0.04602666,-0.00235527,1.137046,-0.03661672,-0.05038158,-0.001094299,-0.05674709,-0.08529373,-0.04143135,0.7783741,0.1348008,-0.005687382,-0.004067774,0.4124042,0.9401497,0.3771809,1.223178,0.003068463,0.0004444444,24.28034,0.005047507,0.0002738757,0.0003282306,0.001376937,0.01274472,0,0.1,0,0.0004444444,-0.02587278,0.06755152,1.008242,1.573744,38073,0.9323466,999,95.53082
50,1790175143.210,-0.4780349,-0.5010728,1.498514,-0.08159712,-0.008505242,-0.04500001,-0.1626129,-0.02038347,-0.002629142,-0.1132719,-0.002079357,-0.03773,-0.002660012,1.196235,-0.03810465,-0.03644631,0,-0.05821895,-0.08571014,-0.04002697,0.7778289,0.2213987,-0.005766759,-0.004090725,0.4264692,0.9830763,0.4674218,1.243508,0.00301193,0.0002962963,24.23453,0.004951536,0.0002637066,0.0003186169,0.001357283,0.01616492,0.1,0.1,0,0.0002962963,-0.02708528,0.05868422,1.005052,1.565083,38248,0.930335,999,96.76377
51,1790175145.797,-0.4706023,-0.5152287,1.498514,-0.07896951,-0.007743261,-0.03583334,-0.1593396,-0.02056998,-0.0006490999,-0.1111298,-0.002087874,-0.05409332,-0.00247233,1.12874,-0.03746608,-0.05530636,0,-0.0556024,-0.08097208,-0.04618588,0.7842087,0.1109569,-0.0057022,-0.003990839,0.4263476,1.061379,0.3852285,1.1621,0.002946191,0.0004444444,24.2012,0.00488762,0.0002571309,0.0003167076,0.001367591,0.01319683,0,0.1,0,0.0004444444,-0.02517574,0.0743655,1.010747,1.562709,38199,0.9282823,999,97.95206
52,1790175148.358,-0.4757303,-0.5058433,1.498514,-0.08329321,-0.008562166,-0.05500001,-0.1588084,-0.02025152,-0.01864053,-0.1130044,-0.002086604,-0.04618999,-0.002434805,1.117582,-0.03859031,-0.05511873,-4.80035e-05,-0.05859841,-0.09371197,-0.04687774,0.7819171,0.1106802,-0.005731838,-0.004081003,0.4234234,0.9747862,0.5825943,1.155959,0.002916656,0.0002962963,24.15271,0.004877991,0.0002592655,0.0003223535,0.001379716,0.01664357,0.1,0.1,0,0.0002962963,-0.02686763,0.07275713,0.9932263,1.560006,38501,0.9261218,999,98.52837
53,1790175150.911,-0.4762816,-0.5009168,1.498514,-0.07899812,-0.007502133,-0.09249996,-0.151043,-0.0204705,-0.0003800061,-0.1059683,-0.002083062,-0.04162499,-0.002152736,1.195582,-0.03800621,-0.04632407,0,-0.05394218,-0.07533616,-0.03916024,0.7833128,0.1646797,-0.005693631,-0.004080868,0.4451262,1.114447,0.4177325,1.265801,0.002887879,0.0004444444,24.12395,0.004830878,0.0002521597,0.0003175167,0.001373322,0.01297957,0,0.1,0,0.0004444444,-0.02367668,0.07886689,0.9959099,1.549324,38622,0.9248367,998.49,98.8478
54,1790175153.478,-0.4693339,-0.5006005,1.498514,-0.08089822,-0.007814415,-0.039,-0.1606378,-0.02057113,-0.01010901,-0.1114807,-0.002079505,-0.06079999,-0.002325088,1.050435,-0.03705197,-0.06610805,0,-0.05629691,-0.07699488,-0.03985418,0.7847521,0.04459588,-0.005656285,-0.003964669,0.4303873,1.119859,0.4432307,1.075,0.00290223,0.0002962963,24.09042,0.004822781,0.0002504756,0.0003130893,0.001356986,0.01631594,0.1,0.1,0,0.0002962963,-0.02475926,0.1040572,1.001401,1.558849,38396,0.9232894,999,100.8647
55,1790175156.047,-0.4714447,-0.5002936,1.498514,-0.07673852,-0.007876723,-0.03916667,-0.1573204,-0.0206581,-0.01026844,-0.1093656,-0.002082453,-0.04407,-0.002124402,1.170124,-0.03665721,-0.04903139,0,-0.05583274,-0.07781498,-0.04465913,0.7840652,0.1478824,-0.005676399,-0.0039621,0.4355612,0.8939328,0.3586691,1.293694,0.002915259,0.0002962963,24.05967,0.004819975,0.0002481734,0.0003097655,0.001346778,0.01447738,0.05,0.1,0,0.0002962963,-0.02403858,0.1038663,1.009158,1.552321,38377,0.9212917,999,100.5166
56,1790175158.618,-0.4675981,-0.4952395,1.498514,-0.07829949,-0.007818425,-0.07083333,-0.154881,-0.02018273,-0.007770143,-0.1076801,-0.002085604,-0.03993666,-0.002153076,1.18085,-0.03577365,-0.04592851,-0.0002258229,-0.05598738,-0.08184387,-0.04124379,0.7819411,0.1660827,-0.005655499,-0.004003042,0.4429644,0.960368,0.3686756,1.349627,0.002893492,0.0001975309,24.0223,0.004800586,0.0002484611,0.0003039193,0.001354714,0.01395018,0.1,0.1,0,0.0001975309,-0.02429139,0.0824587,1.000671,1.555962,38450,0.9198493,999,100.7896
57,1790175161.203,-0.4701502,-0.4879273,1.498514,-0.07552226,-0.007511289,-0.0275,-0.1507819,-0.01988383,-0.001416867,-0.1053496,-0.002072712,-0.035235,-0.002233128,1.239621,-0.03748704,-0.04182326,0,-0.05403133,-0.07607253,-0.04032257,0.7830077,0.1926124,-0.005619153,-0.003927988,0.4380985,1.046769,0.4529631,1.485363,0.002796926,0.0004444444,23.99766,0.004688767,0.0002393185,0.0002919786,0.001360544,0.01414734,0,0.15,0,0.0004444444,-0.02421383,0.07245216,1.014342,1.563422,38135,0.9186409,999,101.7839
58,1790175163.794,-0.4671024,-0.4852023,1.498514,-0.07294965,-0.006607736,-0.005,-0.1539161,-0.02052812,-6.625295e-05,-0.1074031,-0.00208632,-0.04213332,-0.002176033,1.180742,-0.03772611,-0.04955616,0,-0.05319784,-0.07310112,-0.03840652,0.7915608,0.1489134,-0.005638033,-0.003806584,0.4494012,0.950302,0.4818896,1.231585,0.002768655,0.0002962963,23.97485,0.00466452,0.0002332943,0.000284428,0.001378142,0.01311274,0.1,0.1,0,0.0002962963,-0.02153136,0.08339487,1.013542,1.564222,38135,0.9176045,998.93,100.3824
59,1790175166.358,-0.4606467,-0.4869306,1.498514,-0.07170732,-0.006717737,-0.006666667,-0.1445651,-0.0200792,-0.00271538,-0.1010704,-0.002084265,-0.04409333,-0.002152846,1.175108,-0.03733993,-0.04964877,0,-0.05398372,-0.06844172,-0.03634794,0.7910096,0.1483547,-0.005631533,-0.00383885,0.454435,0.9627423,0.3703015,1.210446,0.002803614,0.0002962963,23.94496,0.004716092,0.0002360448,0.0002794442,0.001396989,0.01463076,0.05,0.1,0,0.0002962963,-0.02263206,0.08174305,1.006737,1.549342,38458,0.9159433,998.66,100.6153
60,1790175168.935,-0.4631376,-0.4750634,1.498514,-0.07633051,-0.007419826,-0.02,-0.1532242,-0.02010102,-0.003915229,-0.1053703,-0.002083764,-0.04448666,-0.001924442,1.160806,-0.03596135,-0.05509036,0,-0.05376276,-0.06964491,-0.04324958,0.7843994,0.1104131,-0.005661945,-0.003926457,0.4082914,1.006944,0.4408738,1.183499,0.002727377,0.0002962963,23.91082,0.004644134,0.0002365548,0.0002721809,0.001408021,0.01438796,0.05,0.1,0,0.0002962963,-0.02451423,0.07254248,1.009042,1.553732,38358,0.9138818,999,102.7428
61,1790175171.496,-0.460014,-0.4834096,1.498514,-0.07438688,-0.008428401,-0.04900001,-0.1478861,-0.01994573,-0.002478399,-0.1027928,-0.002077746,-0.04300399,-0.001929132,1.182648,-0.03641067,-0.05083118,0,-0.05543622,-0.08375158,-0.0420365,0.7788432,0.1331474,-0.005668486,-0.004021801,0.4535107,1.020368,0.4626187,1.302304,0.002684123,0.0002962963,23.87441,0.004641235,0.000228398,0.0002654085,0.001463305,0.01545584,0.05,0.1,0,0.0002962963,-0.02344665,0.07462677,1.003265,1.550145,38499,0.9124993,999,102.3678
62,1790175174.082,-0.4611267,-0.4802707,1.498514,-0.0713772,-0.008068142,-0.02625,-0.1519638,-0.02014359,-0.0001869752,-0.1046256,-0.002083432,-0.04741999,-0.002120468,1.147483,-0.03712527,-0.05459199,0,-0.05646601,-0.08391592,-0.03932115,0.7825006,0.1117665,-0.005625984,-0.003938358,0.4633298,0.9838302,0.4082279,1.068826,0.002710306,0.0002962963,23.84506,0.004731809,0.0002300508,0.0002633785,0.001528074,0.01606976,0.05,0.1,0,0.0002962963,-0.02237966,0.1081572,1.009879,1.561289,38233,0.9111648,999,103.9786
63,1790175176.645,-0.4493788,-0.4733822,1.498514,-0.0700552,-0.006920784,-0.02375,-0.1436163,-0.01993354,-0.006099681,-0.09996548,-0.002087055,-0.04096749,-0.002080214,1.219064,-0.03506405,-0.048049,-3.038021e-06,-0.05421118,-0.07184349,-0.03843486,0.7887996,0.1530808,-0.005660172,-0.003864329,0.4499545,1.073049,0.5127062,1.327858,0.002740529,0.0001975309,23.82291,0.004753008,0.0002274406,0.0002606522,0.001524386,0.01596896,0.1,0.1,0,0.0001975309,-0.02243597,0.07721166,1.000211,1.555504,38464,0.9101211,999,103.0614
64,1790175179.228,-0.4505336,-0.4818493,1.498514,-0.06809965,-0.006589831,-0.025,-0.1476952,-0.02005602,-0.01376736,-0.1010603,-0.002087486,-0.04640999,-0.00228589,1.163246,-0.03555425,-0.05567765,0,-0.05317777,-0.06502663,-0.03744199,0.7901267,0.1104729,-0.005670306,-0.003836019,0.4798866,0.970782,0.5117299,1.276732,0.002687135,0.0002962963,23.80724,0.004692031,0.0002201051,0.000258689,0.001526101,0.0121414,0,0.1,0,0.0002962963,-0.02047147,0.08564068,1.011645,1.558514,38248,0.9096294,999,104.3247
65,1790175181.791,-0.4563443,-0.4671153,1.498514,-0.07521413,-0.006976794,-0.01,-0.1452612,-0.01952819,-0.006179448,-0.1020463,-0.00208457,-0.03843332,-0.00219916,1.241409,-0.03626069,-0.04312107,0,-0.05354239,-0.06671407,-0.03900185,0.7863974,0.1846817,-0.005610197,-0.00387237,0.4730717,0.9605991,0.4519903,1.400446,0.002649929,0.0001975309,23.79239,0.004632541,0.000215402,0.0002585186,0.001508692,0.01544225,0.1,0.1,0,0.0001975309,-0.0224721,0.09409197,0.9969904,1.558209,38472,0.9087229,983.9,104.8088
66,1790175184.379,-0.443795,-0.4758547,1.498514,-0.06925144,-0.00593955,-0.015,-0.1381448,-0.02016439,-8.901359e-05,-0.09727453,-0.00207332,-0.02592,-0.002224675,1.270658,-0.03555061,-0.036649,0,-0.05157252,-0.06331699,-0.03322919,0.7907946,0.2233886,-0.005614952,-0.003742588,0.4348621,1.051576,0.3985178,1.143353,0.002681468,0.0002962963,23.7793,0.004659365,0.0002090295,0.0002553587,0.001513509,0.01174572,0,0.1,0,0.0002962963,-0.02053886,0.08804699,1.013242,1.561484,38180,0.908372,987.26,104.1919
67,1790175186.947,-0.4468347,-0.4677978,1.498514,-0.06889954,-0.006717149,-0.02571429,-0.1396939,-0.0198133,-0.01501551,-0.09675177,-0.002079043,-0.04434856,-0.001936265,1.197858,-0.03422519,-0.05273586,-3.698227e-05,-0.05386292,-0.07148466,-0.0335315,0.7899095,0.1272338,-0.005638502,-0.003804994,0.4598722,1.043677,0.5091184,1.258732,0.002652099,0.0002962963,23.76072,0.00461424,0.0002067147,0.000250664,0.001504762,0.01531489,0.05,0.1,0,0.0002962963,-0.02211279,0.0806476,1.007535,1.554621,38367,0.9071239,999,105.8215
68,1790175189.527,-0.4398817,-0.4707879,1.498514,-0.07064642,-0.006614612,-0.016,-0.1428204,-0.01987602,-0.006814334,-0.09921186,-0.002082603,-0.046984,-0.001916358,1.175107,-0.03451174,-0.05918798,-9.63526e-05,-0.05304743,-0.06640001,-0.03738964,0.7900206,0.08908572,-0.005632958,-0.003786426,0.4611331,1.08219,0.3965523,1.188981,0.002666752,0.0002962963,23.73952,0.004713524,0.0002081671,0.0002462588,0.001592346,0.01577238,0.05,0.1,0,0.0002962963,-0.02245728,0.1008826,1.012919,1.552725,38315,0.9062328,998.54,105.8021
69,1790175192.090,-0.4394373,-0.4636485,1.498514,-0.06741256,-0.008209511,-0.0225,-0.1401621,-0.0193072,-0.02402644,-0.09707697,-0.002084363,-0.05151998,-0.001878382,1.120181,-0.03397854,-0.06453972,-9.942558e-05,-0.05575509,-0.073929,-0.03736516,0.7840702,0.05528307,-0.005586199,-0.003987853,0.4480387,0.9564915,0.3236948,1.025481,0.002640329,0.0002962963,23.72479,0.004706315,0.0002007772,0.0002400104,0.001625198,0.01616026,0.05,0.1,0,0.0002962963,-0.0224119,0.1091574,1.007525,1.548848,38454,0.9058778,999,105.1603
70,1790175194.656,-0.4397889,-0.4617991,1.498514,-0.0670128,-0.007064626,-0.0075,-0.1368234,-0.0199394,-0.0002020784,-0.09546705,-0.002083806,-0.05405499,-0.001839997,1.133507,-0.03374819,-0.06459205,0,-0.05362363,-0.07525577,-0.04359542,0.7904129,0.05592107,-0.005627622,-0.003779957,0.4434559,1.10055,0.4970206,1.110267,0.002615057,0.0001975309,23.72223,0.004740093,0.0001975472,0.0002393592,0.001688129,0.01600454,0.1,0.1,0,0.0001975309,-0.02275183,0.09073302,0.9915822,1.561579,38502,0.9058475,993.55,104.3139
71,1790175197.233,-0.4412616,-0.4603715,1.498514,-0.0621112,-0.006343774,-0.01833333,-0.1345145,-0.01962532,0,-0.09317096,-0.002080009,-0.04765999,-0.00176927,1.208258,-0.03447749,-0.05527207,0,-0.05275531,-0.06683524,-0.03603736,0.7938833,0.1124023,-0.005588535,-0.003735812,0.4924979,1.054707,0.5121171,1.202318,0.002668038,0.0002962963,23.71183,0.004873971,0.0001964545,0.0002373249,0.001772153,0.01276434,0,0.1,0,0.0002962963,-0.02153177,0.0809055,1.011762,1.557979,38254,0.9048463,999,106.2019
72,1790175199.810,-0.4337705,-0.4436202,1.498514,-0.06588982,-0.007414028,-0.01166667,-0.1329238,-0.01938635,-0.0006841215,-0.09362027,-0.002084592,-0.03957333,-0.001619658,1.223642,-0.03450195,-0.04911238,0,-0.05253683,-0.07580715,-0.04235555,0.7843927,0.1477993,-0.005632974,-0.003764322,0.4669295,1.089824,0.4296676,1.321532,0.002641329,0.0001975309,23.69325,0.004831037,0.0001948581,0.0002341457,0.001760705,0.01636336,0.1,0.1,0,0.0001975309,-0.02179684,0.09197965,1.008925,1.55935,38276,0.9043572,994.66,107.3852
73,1790175202.409,-0.4440436,-0.4451354,1.498514,-0.06702989,-0.007303783,-0.01,-0.1410947,-0.01988279,0,-0.09899374,-0.002091257,-0.04139999,-0.001591309,1.219308,-0.03431384,-0.05514116,0,-0.05248929,-0.06420963,-0.03231154,0.784907,0.1111404,-0.005677897,-0.003840677,0.4788987,0.9738719,0.4658612,1.253906,0.002618836,0.0002962963,23.68036,0.004798755,0.0001915469,0.0002293097,0.001759063,0.01385373,0,0.1,0,0.0002962963,-0.02050661,0.089001,1.027168,1.565061,37922,0.9034752,999,109.6845
74,1790175204.993,-0.4348779,-0.466312,1.498514,-0.06516018,-0.006886564,-0.015,-0.1295894,-0.01939286,0,-0.08865853,-0.002084095,-0.04235999,-0.001834589,1.222557,-0.03497846,-0.05572405,0,-0.05026373,-0.05496627,-0.03722745,0.785515,0.1117909,-0.005640282,-0.003709622,0.5059933,1.160943,0.4094749,1.218865,0.002599076,0.0002962963,23.66812,0.004715081,0.0001897916,0.0002264949,0.001699719,0.01661145,0.05,0.1,0,0.0002962963,-0.0213997,0.1014453,1.01625,1.560895,38144,0.9034934,995.23,108.4615
75,1790175207.588,-0.4315701,-0.4535939,1.498514,-0.06529687,-0.006044134,-0.00375,-0.1372664,-0.01933019,-0.0001394713,-0.09421381,-0.002083947,-0.04129499,-0.001671934,1.265458,-0.0332824,-0.05096823,0,-0.0503989,-0.06237386,-0.03646198,0.7944057,0.1392525,-0.005576332,-0.003684208,0.515712,1.148733,0.4834609,1.257836,0.002623048,0.0002962963,23.67621,0.004719972,0.000186987,0.0002237745,0.001686163,0.01619048,0.05,0.1,0,0.0002962963,-0.01898717,0.1024866,1.025942,1.562675,37975,0.9041561,980.21,107.2568
76,1790175210.165,-0.432093,-0.4420896,1.498514,-0.06316745,-0.005755518,-0.0175,-0.131934,-0.01930911,-7.281795e-05,-0.09003238,-0.002082913,-0.03629,-0.001687824,1.264484,-0.03299844,-0.04086278,0,-0.05081973,-0.06292762,-0.03404523,0.7946064,0.1954958,-0.005604513,-0.003707084,0.4937503,1.024509,0.4119821,1.527623,0.002610206,0.0002962963,23.68394,0.004601748,0.0001826655,0.0002174275,0.00159145,0.01462626,0.05,0.1,0,0.0002962963,-0.02005855,0.09926752,1.013778,1.556159,38251,0.904285,991.99,107.5312
77,1790175212.752,-0.4342646,-0.4527335,1.498514,-0.06256931,-0.005378844,-0.015,-0.1312192,-0.01918992,0,-0.09085082,-0.002078854,-0.04146666,-0.001782545,1.256792,-0.03382812,-0.04878213,0,-0.05179702,-0.06674416,-0.03565076,0.7981026,0.1495303,-0.005616774,-0.003735176,0.4958933,1.134551,0.5024631,1.356466,0.002622287,0.0001975309,23.68105,0.004617542,0.0001849704,0.0002231204,0.001587165,0.01590155,0.1,0.1,0,0.0001975309,-0.02079062,0.10534,1.025866,1.554708,38093,0.9042768,987.67,108.6206
