attempt,step,time_s,phase,jaw_centre_error_m,lateral_error_m,along_error_m,tip_goal_error_m,jaw_command_m,approach_elevation_deg,jaw_tilt_deg,base_height_m,fell,cup_lift_m,cup_tilt_deg
0,55,1.1,stand,0.23149,0.21038,-0.09658,0.23149,0.03,-31.23,5.52,0.3324,0,0.0,0.0
1,55,1.1,stand,0.23088,0.21099,-0.09375,0.23088,0.03,-31.04,5.14,0.3324,0,0.0,0.0
2,55,1.1,stand,0.23093,0.21053,-0.0949,0.23093,0.03,-31.08,5.28,0.3324,0,0.0,0.0
3,55,1.1,stand,0.23136,0.21032,-0.09639,0.23136,0.03,-31.2,5.46,0.3324,0,0.0,0.0
0,56,1.12,stand,0.22449,0.20275,-0.09639,0.22449,0.03,-29.71,5.59,0.3318,0,0.0,0.0
1,56,1.12,stand,0.2237,0.20335,-0.09322,0.2237,0.03,-29.48,5.22,0.3318,0,0.0,0.0
2,56,1.12,stand,0.22378,0.20287,-0.09445,0.22378,0.03,-29.53,5.34,0.3318,0,0.0,0.0
3,56,1.12,stand,0.22432,0.20268,-0.09614,0.22432,0.03,-29.67,5.53,0.3318,0,0.0,0.0
0,57,1.14,stand,0.21813,0.19562,-0.09651,0.21813,0.03,-28.28,5.63,0.3313,0,0.0,0.0
1,57,1.14,stand,0.21712,0.1962,-0.09298,0.21712,0.03,-28.01,5.24,0.3312,0,0.0,0.0
2,57,1.14,stand,0.21725,0.19571,-0.0943,0.21725,0.03,-28.06,5.36,0.3313,0,0.0,0.0
3,57,1.14,stand,0.21792,0.19554,-0.0962,0.21792,0.03,-28.24,5.56,0.3313,0,0.0,0.0
0,58,1.16,stand,0.21242,0.18904,-0.09688,0.21242,0.03,-26.94,5.64,0.3307,0,0.0,0.0
1,58,1.16,stand,0.21114,0.18956,-0.093,0.21114,0.03,-26.61,5.23,0.3307,0,0.0,0.0
2,58,1.16,stand,0.21133,0.18907,-0.09442,0.21133,0.03,-26.68,5.35,0.3307,0,0.0,0.0
3,58,1.16,stand,0.21215,0.18893,-0.09651,0.21215,0.03,-26.89,5.56,0.3307,0,0.0,0.0
0,59,1.18,stand,0.20727,0.18295,-0.09741,0.20727,0.03,-25.69,5.64,0.3301,0,0.0,0.0
1,59,1.18,stand,0.20574,0.18339,-0.09326,0.20574,0.03,-25.31,5.25,0.3301,0,0.0,0.0
2,59,1.18,stand,0.20599,0.1829,-0.09476,0.20599,0.03,-25.39,5.37,0.3301,0,0.0,0.0
3,59,1.18,stand,0.20696,0.18282,-0.097,0.20696,0.03,-25.63,5.56,0.3301,0,0.0,0.0
0,60,1.2,stand,0.20263,0.17731,-0.09808,0.20263,0.03,-24.52,5.64,0.3295,0,0.0,0.0
1,60,1.2,stand,0.20087,0.17767,-0.09371,0.20087,0.03,-24.07,5.29,0.3295,0,0.0,0.0
2,60,1.2,stand,0.20119,0.17719,-0.09529,0.20119,0.03,-24.17,5.41,0.3295,0,0.0,0.0
3,60,1.2,stand,0.20229,0.17716,-0.09765,0.20229,0.03,-24.45,5.55,0.3295,0,0.0,0.0
0,61,1.22,stand,0.19846,0.17207,-0.0989,0.19846,0.03,-23.41,5.63,0.329,0,0.0,0.0
1,61,1.22,stand,0.19647,0.17235,-0.09432,0.19647,0.03,-22.9,5.32,0.3289,0,0.0,0.0
2,61,1.22,stand,0.19686,0.17187,-0.09599,0.19686,0.03,-23.02,5.46,0.3289,0,0.0,0.0
3,61,1.22,stand,0.1981,0.17191,-0.09845,0.1981,0.03,-23.33,5.56,0.329,0,0.0,0.0
0,62,1.24,stand,0.19473,0.1672,-0.09983,0.19473,0.03,-22.37,5.64,0.3284,0,0.0,0.0
1,62,1.24,stand,0.19246,0.16734,-0.09506,0.19246,0.03,-21.79,5.33,0.3284,0,0.0,0.0
2,62,1.24,stand,0.19295,0.16691,-0.0968,0.19295,0.03,-21.93,5.5,0.3284,0,0.0,0.0
3,62,1.24,stand,0.19434,0.16702,-0.09937,0.19434,0.03,-22.29,5.6,0.3284,0,0.0,0.0
0,63,1.26,stand,0.19139,0.16268,-0.10083,0.19139,0.03,-21.4,5.66,0.328,0,0.0,0.0
1,63,1.26,stand,0.18871,0.16254,-0.09588,0.18871,0.03,-20.74,5.3,0.3279,0,0.0,0.0
2,63,1.26,stand,0.18943,0.16229,-0.0977,0.18943,0.03,-20.91,5.5,0.3279,0,0.0,0.0
3,63,1.26,stand,0.19097,0.16247,-0.10036,0.19097,0.03,-21.3,5.64,0.328,0,0.0,0.0
0,64,1.28,stand,0.18843,0.15852,-0.10187,0.18843,0.03,-20.49,5.68,0.3276,0,0.0,0.0
1,64,1.28,stand,0.18552,0.15828,-0.09678,0.18552,0.03,-19.77,5.25,0.3274,0,0.0,0.0
2,64,1.28,stand,0.1862,0.15795,-0.0986,0.1862,0.03,-19.95,5.47,0.3275,0,0.0,0.0
3,64,1.28,stand,0.18797,0.15829,-0.10138,0.18797,0.03,-20.38,5.66,0.3275,0,0.0,0.0
0,65,1.3,stand,0.18586,0.15475,-0.10294,0.18586,0.03,-19.65,5.68,0.3272,0,0.0,0.0
1,65,1.3,stand,0.1829,0.1546,-0.09773,0.1829,0.03,-18.89,5.17,0.3271,0,0.0,0.0
2,65,1.3,stand,0.18351,0.15414,-0.09958,0.18351,0.03,-19.07,5.42,0.3271,0,0.0,0.0
3,65,1.3,stand,0.18538,0.1545,-0.10244,0.18538,0.03,-19.54,5.65,0.3272,0,0.0,0.0
0,66,1.32,stand,0.1837,0.15143,-0.10401,0.1837,0.03,-18.9,5.66,0.3269,0,0.0,0.0
1,66,1.32,stand,0.1805,0.15115,-0.09866,0.1805,0.03,-18.09,5.05,0.3268,0,0.0,0.0
2,66,1.32,stand,0.18133,0.15087,-0.10058,0.18133,0.03,-18.29,5.34,0.3268,0,0.0,0.0
3,66,1.32,stand,0.18321,0.15117,-0.1035,0.18321,0.03,-18.77,5.62,0.3269,0,0.0,0.0
0,67,1.34,stand,0.18196,0.14856,-0.10506,0.18196,0.03,-18.22,5.59,0.3267,0,0.0,0.0
1,67,1.34,stand,0.17872,0.14839,-0.0996,0.17872,0.03,-17.38,4.91,0.3265,0,0.0,0.0
2,67,1.34,stand,0.17958,0.1481,-0.10157,0.17958,0.03,-17.59,5.24,0.3265,0,0.0,0.0
3,67,1.34,stand,0.18144,0.14829,-0.10455,0.18144,0.03,-18.09,5.57,0.3266,0,0.0,0.0
0,68,1.36,stand,0.18062,0.14617,-0.10611,0.18062,0.03,-17.62,5.38,0.3265,0,0.0,0.0
1,68,1.36,stand,0.1775,0.14629,-0.10051,0.1775,0.03,-16.77,4.67,0.3262,0,0.0,0.0
2,68,1.36,stand,0.17826,0.14582,-0.10253,0.17826,0.03,-16.96,5.14,0.3263,0,0.0,0.0
3,68,1.36,stand,0.18007,0.14587,-0.10557,0.18007,0.03,-17.48,5.44,0.3264,0,0.0,0.0
0,69,1.38,stand,0.17971,0.14426,-0.10716,0.17971,0.03,-17.1,5.12,0.3263,0,0.0,0.0
1,69,1.38,stand,0.17667,0.14469,-0.10137,0.17667,0.03,-16.23,4.49,0.326,0,0.0,0.0
2,69,1.38,stand,0.17729,0.14398,-0.10345,0.17729,0.03,-16.41,5.03,0.3261,0,0.0,0.0
3,69,1.38,stand,0.17908,0.14392,-0.10656,0.17908,0.03,-16.94,5.21,0.3262,0,0.0,0.0
0,70,1.4,stand,0.17918,0.14282,-0.1082,0.17918,0.03,-16.65,4.85,0.3261,0,0.0,0.0
1,70,1.4,stand,0.17613,0.14348,-0.10216,0.17613,0.03,-15.75,4.32,0.3258,0,0.0,0.0
2,70,1.4,stand,0.17664,0.14255,-0.10431,0.17664,0.03,-15.92,4.91,0.3259,0,0.0,0.0
3,70,1.4,stand,0.17851,0.14247,-0.10756,0.17851,0.03,-16.48,4.93,0.326,0,0.0,0.0
0,71,1.42,stand,0.17974,0.14421,-0.10729,0.17974,0.03,-16.78,4.59,0.3259,0,0.0,0.0
1,71,1.42,stand,0.17666,0.14541,-0.10032,0.17666,0.03,-15.95,4.16,0.3256,0,0.0,0.0
2,71,1.42,stand,0.17707,0.14407,-0.10295,0.17707,0.03,-16.05,4.69,0.3257,0,0.0,0.0
3,71,1.42,stand,0.17906,0.14389,-0.10656,0.17906,0.03,-16.61,4.65,0.3259,0,0.0,0.0
0,72,1.44,stand,0.18268,0.14997,-0.10431,0.18268,0.03,-17.83,4.35,0.3258,0,0.0,0.0
1,72,1.44,stand,0.17952,0.15115,-0.09687,0.17952,0.03,-16.99,4.04,0.3255,0,0.0,0.0
2,72,1.44,stand,0.17996,0.14988,-0.0996,0.17996,0.03,-17.1,4.45,0.3256,0,0.0,0.0
3,72,1.44,stand,0.18197,0.14966,-0.10351,0.18197,0.03,-17.67,4.4,0.3258,0,0.0,0.0
0,73,1.46,stand,0.18668,0.15638,-0.10195,0.18668,0.03,-19.01,4.19,0.3258,0,0.0,0.0
1,73,1.46,stand,0.18324,0.15726,-0.09406,0.18324,0.03,-18.08,4.0,0.3254,0,0.0,0.0
2,73,1.46,stand,0.18379,0.15618,-0.09689,0.18379,0.03,-18.24,4.27,0.3255,0,0.0,0.0
3,73,1.46,stand,0.18588,0.15601,-0.10105,0.18588,0.03,-18.83,4.23,0.3257,0,0.0,0.0
0,74,1.48,stand,0.19094,0.16259,-0.10011,0.19094,0.03,-20.15,4.11,0.3258,0,0.0,0.0
1,74,1.48,stand,0.18695,0.16289,-0.09176,0.18695,0.03,-19.06,4.01,0.3254,0,0.0,0.0
2,74,1.48,stand,0.18772,0.16209,-0.09469,0.18772,0.03,-19.3,4.14,0.3255,0,0.0,0.0
3,74,1.48,stand,0.18999,0.16209,-0.09912,0.18999,0.03,-19.94,4.14,0.3258,0,0.0,0.0
0,75,1.5,stand,0.19505,0.16829,-0.0986,0.19505,0.03,-21.18,4.09,0.3259,0,0.0,0.0
1,75,1.5,stand,0.19048,0.16786,-0.09003,0.19048,0.03,-19.91,4.08,0.3255,0,0.0,0.0
2,75,1.5,stand,0.1914,0.16734,-0.0929,0.1914,0.03,-20.22,4.08,0.3256,0,0.0,0.0
3,75,1.5,stand,0.19392,0.1676,-0.09753,0.19392,0.03,-20.93,4.1,0.3259,0,0.0,0.0
0,76,1.52,stand,0.1989,0.17332,-0.09758,0.1989,0.03,-22.07,4.11,0.3262,0,0.0,0.0
1,76,1.52,stand,0.19356,0.17168,-0.08939,0.19356,0.03,-20.52,4.19,0.3257,0,0.0,0.0
2,76,1.52,stand,0.1948,0.17176,-0.0919,0.1948,0.03,-20.97,4.09,0.3258,0,0.0,0.0
3,76,1.52,stand,0.19761,0.17244,-0.09652,0.19761,0.03,-21.78,4.11,0.3261,0,0.0,0.0
0,77,1.54,stand,0.2021,0.17702,-0.09751,0.2021,0.03,-22.7,4.15,0.3264,0,0.0,0.0
1,77,1.54,stand,0.1956,0.174,-0.08935,0.1956,0.03,-20.87,4.3,0.326,0,0.0,0.0
2,77,1.54,stand,0.19723,0.17451,-0.0919,0.19723,0.03,-21.4,4.16,0.3261,0,0.0,0.0
3,77,1.54,stand,0.20061,0.17587,-0.09649,0.20061,0.03,-22.36,4.14,0.3264,0,0.0,0.0
0,78,1.56,stand,0.20417,0.17928,-0.0977,0.20417,0.03,-23.09,4.19,0.3268,0,0.0,0.0
1,78,1.56,stand,0.1971,0.17586,-0.089,0.1971,0.03,-21.15,4.43,0.3263,0,0.0,0.0
2,78,1.56,stand,0.19871,0.1762,-0.09187,0.19871,0.03,-21.66,4.27,0.3264,0,0.0,0.0
3,78,1.56,stand,0.20258,0.17805,-0.09662,0.20258,0.03,-22.73,4.17,0.3267,0,0.0,0.0
0,79,1.58,stand,0.20594,0.18148,-0.09735,0.20594,0.03,-23.49,4.23,0.3271,0,0.0,0.0
1,79,1.58,stand,0.1988,0.17813,-0.08827,0.1988,0.03,-21.53,4.57,0.3266,0,0.0,0.0
2,79,1.58,stand,0.20019,0.17815,-0.09132,0.20019,0.03,-21.98,4.43,0.3267,0,0.0,0.0
3,79,1.58,stand,0.2044,0.18034,-0.09621,0.2044,0.03,-23.14,4.2,0.327,0,0.0,0.0
0,80,1.6,stand,0.20812,0.18431,-0.09666,0.20812,0.03,-24.02,4.26,0.3275,0,0.0,0.0
1,80,1.6,stand,0.20078,0.18069,-0.08752,0.20078,0.03,-21.97,4.72,0.327,0,0.0,0.0
2,80,1.6,stand,0.20209,0.18066,-0.09056,0.20209,0.03,-22.42,4.6,0.3271,0,0.0,0.0
3,80,1.6,stand,0.20668,0.1833,-0.0955,0.20668,0.03,-23.69,4.22,0.3274,0,0.0,0.0
0,81,1.62,stand,0.21052,0.18727,-0.09617,0.21052,0.03,-24.57,4.29,0.3279,0,0.0,0.0
1,81,1.62,stand,0.20268,0.18306,-0.087,0.20268,0.03,-22.37,4.84,0.3273,0,0.0,0.0
2,81,1.62,stand,0.20412,0.18319,-0.09004,0.20412,0.03,-22.87,4.75,0.3275,0,0.0,0.0
3,81,1.62,stand,0.20916,0.18634,-0.09499,0.20916,0.03,-24.25,4.25,0.3278,0,0.0,0.0
0,82,1.64,stand,0.21267,0.18975,-0.09604,0.21267,0.03,-25.02,4.32,0.3283,0,0.0,0.0
1,82,1.64,stand,0.20431,0.18501,-0.08669,0.20431,0.03,-22.69,4.91,0.3277,0,0.0,0.0
2,82,1.64,stand,0.20595,0.18535,-0.08977,0.20595,0.03,-23.24,4.79,0.3278,0,0.0,0.0
3,82,1.64,stand,0.21137,0.1889,-0.09483,0.21137,0.03,-24.71,4.27,0.3282,0,0.0,0.0
0,83,1.66,stand,0.21448,0.19176,-0.09607,0.21448,0.03,-25.38,4.35,0.3286,0,0.0,0.0
1,83,1.66,stand,0.20578,0.18673,-0.08646,0.20578,0.03,-22.98,4.91,0.328,0,0.0,0.0
2,83,1.66,stand,0.20763,0.18733,-0.08955,0.20763,0.03,-23.58,4.78,0.3282,0,0.0,0.0
3,83,1.66,stand,0.21328,0.19104,-0.09482,0.21328,0.03,-25.09,4.3,0.3285,0,0.0,0.0
0,84,1.68,stand,0.21584,0.19324,-0.09615,0.21584,0.03,-25.65,4.37,0.329,0,0.0,0.0
1,84,1.68,stand,0.20718,0.18835,-0.08632,0.20718,0.03,-23.23,4.9,0.3283,0,0.0,0.0
2,84,1.68,stand,0.2093,0.18925,-0.0894,0.2093,0.03,-23.91,4.75,0.3285,0,0.0,0.0
3,84,1.68,stand,0.21492,0.19284,-0.09487,0.21492,0.03,-25.41,4.32,0.3289,0,0.0,0.0
0,85,1.7,stand,0.21672,0.19409,-0.09641,0.21672,0.03,-25.8,4.38,0.3292,0,0.0,0.0
1,85,1.7,stand,0.20842,0.18967,-0.08641,0.20842,0.03,-23.43,4.87,0.3286,0,0.0,0.0
2,85,1.7,stand,0.21085,0.19092,-0.08948,0.21085,0.03,-24.18,4.73,0.3287,0,0.0,0.0
3,85,1.7,stand,0.21604,0.19397,-0.09512,0.21604,0.03,-25.6,4.33,0.3291,0,0.0,0.0
0,86,1.72,stand,0.21712,0.1943,-0.09689,0.21712,0.03,-25.82,4.39,0.3295,0,0.0,0.0
1,86,1.72,stand,0.20931,0.19048,-0.08676,0.20931,0.03,-23.54,4.81,0.3288,0,0.0,0.0
2,86,1.72,stand,0.21195,0.19196,-0.08987,0.21195,0.03,-24.33,4.7,0.329,0,0.0,0.0
3,86,1.72,stand,0.21657,0.19433,-0.0956,0.21657,0.03,-25.64,4.34,0.3294,0,0.0,0.0
0,87,1.74,stand,0.21704,0.19392,-0.09748,0.21704,0.03,-25.73,4.39,0.3297,0,0.0,0.0
1,87,1.74,stand,0.20987,0.19088,-0.08724,0.20987,0.03,-23.56,4.75,0.329,0,0.0,0.0
2,87,1.74,stand,0.21249,0.19228,-0.09044,0.21249,0.03,-24.35,4.66,0.3291,0,0.0,0.0
3,87,1.74,stand,0.21655,0.19402,-0.09619,0.21655,0.03,-25.57,4.34,0.3295,0,0.0,0.0
0,88,1.76,stand,0.21668,0.19324,-0.09801,0.21668,0.03,-25.59,4.38,0.3298,0,0.0,0.0
1,88,1.76,stand,0.21025,0.19107,-0.08773,0.21025,0.03,-23.54,4.69,0.3291,0,0.0,0.0
2,88,1.76,stand,0.21262,0.19217,-0.09098,0.21262,0.03,-24.29,4.62,0.3293,0,0.0,0.0
3,88,1.76,stand,0.21621,0.19337,-0.09673,0.21621,0.03,-25.42,4.33,0.3297,0,0.0,0.0
0,89,1.78,stand,0.21622,0.19248,-0.0985,0.21622,0.03,-25.42,4.36,0.3299,0,0.0,0.0
1,89,1.78,stand,0.21051,0.1911,-0.08829,0.21051,0.03,-23.49,4.63,0.3292,0,0.0,0.0
2,89,1.78,stand,0.21257,0.19186,-0.09153,0.21257,0.03,-24.19,4.57,0.3294,0,0.0,0.0
3,89,1.78,stand,0.21577,0.19262,-0.09724,0.21577,0.03,-25.26,4.3,0.3298,0,0.0,0.0
0,90,1.8,stand,0.21572,0.19166,-0.09899,0.21572,0.03,-25.26,4.33,0.33,0,0.0,0.0
1,90,1.8,stand,0.21061,0.19092,-0.0889,0.21061,0.03,-23.4,4.58,0.3293,0,0.0,0.0
2,90,1.8,stand,0.21239,0.19138,-0.09211,0.21239,0.03,-24.05,4.52,0.3295,0,0.0,0.0
3,90,1.8,stand,0.2153,0.19182,-0.09777,0.2153,0.03,-25.09,4.27,0.3299,0,0.0,0.0
0,91,1.82,stand,0.21518,0.19082,-0.09946,0.21518,0.03,-25.08,4.29,0.33,0,0.0,0.0
1,91,1.82,stand,0.21056,0.19056,-0.08957,0.21056,0.03,-23.28,4.53,0.3294,0,0.0,0.0
2,91,1.82,stand,0.21212,0.19078,-0.09272,0.21212,0.03,-23.9,4.47,0.3296,0,0.0,0.0
3,91,1.82,stand,0.2148,0.19099,-0.09828,0.2148,0.03,-24.91,4.23,0.33,0,0.0,0.0
0,92,1.84,stand,0.2146,0.18989,-0.09996,0.2146,0.03,-24.89,4.25,0.3301,0,0.0,0.0
1,92,1.84,stand,0.21035,0.18998,-0.0903,0.21035,0.03,-23.11,4.48,0.3295,0,0.0,0.0
2,92,1.84,stand,0.21175,0.19004,-0.09339,0.21175,0.03,-23.71,4.41,0.3296,0,0.0,0.0
3,92,1.84,stand,0.21423,0.19007,-0.09883,0.21423,0.03,-24.72,4.18,0.33,0,0.0,0.0
0,93,1.86,stand,0.21392,0.18887,-0.10046,0.21392,0.03,-24.69,4.19,0.3301,0,0.0,0.0
1,93,1.86,stand,0.20999,0.18922,-0.09105,0.20999,0.03,-22.9,4.44,0.3295,0,0.0,0.0
2,93,1.86,stand,0.21127,0.18916,-0.09409,0.21127,0.03,-23.5,4.36,0.3297,0,0.0,0.0
3,93,1.86,stand,0.21354,0.18901,-0.09938,0.21354,0.03,-24.5,4.12,0.33,0,0.0,0.0
0,94,1.88,stand,0.21328,0.18792,-0.10088,0.21328,0.03,-24.51,4.13,0.3301,0,0.0,0.0
1,94,1.88,stand,0.20965,0.18852,-0.09171,0.20965,0.03,-22.71,4.38,0.3295,0,0.0,0.0
2,94,1.88,stand,0.21087,0.1884,-0.09472,0.21087,0.03,-23.3,4.3,0.3297,0,0.0,0.0
3,94,1.88,stand,0.21285,0.18798,-0.09984,0.21285,0.03,-24.29,4.06,0.33,0,0.0,0.0
0,95,1.9,stand,0.21283,0.18721,-0.10123,0.21283,0.03,-24.37,4.06,0.33,0,0.0,0.0
1,95,1.9,stand,0.20948,0.18803,-0.09234,0.20948,0.03,-22.55,4.28,0.3295,0,0.0,0.0
2,95,1.9,stand,0.21068,0.18789,-0.09532,0.21068,0.03,-23.15,4.21,0.3296,0,0.0,0.0
3,95,1.9,stand,0.21229,0.18715,-0.10022,0.21229,0.03,-24.12,3.99,0.33,0,0.0,0.0
0,96,1.92,stand,0.21256,0.1867,-0.10162,0.21256,0.03,-24.27,3.99,0.33,0,0.0,0.0
1,96,1.92,stand,0.20948,0.18767,-0.09308,0.20948,0.03,-22.42,4.17,0.3294,0,0.0,0.0
2,96,1.92,stand,0.21065,0.18751,-0.09599,0.21065,0.03,-23.02,4.12,0.3296,0,0.0,0.0
3,96,1.92,stand,0.21188,0.18646,-0.10063,0.21188,0.03,-23.98,3.91,0.3299,0,0.0,0.0
0,97,1.94,stand,0.21239,0.18625,-0.10208,0.21239,0.03,-24.18,3.91,0.33,0,0.0,0.0
1,97,1.94,stand,0.20953,0.18733,-0.09386,0.20953,0.03,-22.28,4.05,0.3294,0,0.0,0.0
2,97,1.94,stand,0.21063,0.18712,-0.09669,0.21063,0.03,-22.89,4.02,0.3296,0,0.0,0.0
3,97,1.94,stand,0.21152,0.18581,-0.10107,0.21152,0.03,-23.85,3.83,0.3299,0,0.0,0.0
0,98,1.96,stand,0.21225,0.18585,-0.10251,0.21225,0.03,-24.1,3.83,0.3299,0,0.0,0.0
1,98,1.96,stand,0.20962,0.18705,-0.09462,0.20962,0.03,-22.16,3.94,0.3293,0,0.0,0.0
2,98,1.96,stand,0.21057,0.18673,-0.09732,0.21057,0.03,-22.77,3.93,0.3295,0,0.0,0.0
3,98,1.96,stand,0.21121,0.18523,-0.10147,0.21121,0.03,-23.73,3.74,0.3298,0,0.0,0.0
0,99,1.98,stand,0.21218,0.18556,-0.1029,0.21218,0.03,-24.05,3.74,0.3299,0,0.0,0.0
1,99,1.98,stand,0.20974,0.18683,-0.0953,0.20974,0.03,-22.04,3.84,0.3293,0,0.0,0.0
2,99,1.98,stand,0.21046,0.18632,-0.09787,0.21046,0.03,-22.64,3.87,0.3295,0,0.0,0.0
3,99,1.98,stand,0.21097,0.18477,-0.10183,0.21097,0.03,-23.64,3.65,0.3298,0,0.0,0.0
0,100,2.0,stand,0.21218,0.18537,-0.10323,0.21218,0.03,-24.02,3.66,0.3298,0,0.0,0.0
1,100,2.0,stand,0.20979,0.18661,-0.09586,0.20979,0.03,-21.92,3.79,0.3292,0,0.0,0.0
2,100,2.0,stand,0.21027,0.18586,-0.09834,0.21027,0.03,-22.5,3.87,0.3294,0,0.0,0.0
3,100,2.0,stand,0.21081,0.18441,-0.10214,0.21081,0.03,-23.58,3.56,0.3297,0,0.0,0.0
0,101,2.02,stand,0.2124,0.18543,-0.10358,0.2124,0.03,-24.03,3.6,0.3298,0,0.0,0.0
1,101,2.02,stand,0.20974,0.18634,-0.09629,0.20974,0.03,-21.8,3.76,0.3292,0,0.0,0.0
2,101,2.02,stand,0.20999,0.18535,-0.0987,0.20999,0.03,-22.36,3.9,0.3293,0,0.0,0.0
3,101,2.02,stand,0.21072,0.18417,-0.10239,0.21072,0.03,-23.53,3.48,0.3297,0,0.0,0.0
0,102,2.04,stand,0.21274,0.18564,-0.1039,0.21274,0.03,-24.07,3.54,0.3297,0,0.0,0.0
1,102,2.04,stand,0.20955,0.18593,-0.09666,0.20955,0.03,-21.66,3.73,0.3291,0,0.0,0.0
2,102,2.04,stand,0.20965,0.1848,-0.09902,0.20965,0.03,-22.22,3.92,0.3293,0,0.0,0.0
3,102,2.04,stand,0.21072,0.18404,-0.10262,0.21072,0.03,-23.52,3.4,0.3296,0,0.0,0.0
0,103,2.06,stand,0.21324,0.186,-0.10428,0.21324,0.03,-24.14,3.48,0.3297,0,0.0,0.0
1,103,2.06,stand,0.20925,0.18545,-0.09693,0.20925,0.03,-21.51,3.68,0.329,0,0.0,0.0
2,103,2.06,stand,0.20928,0.18424,-0.09927,0.20928,0.03,-22.09,3.91,0.3292,0,0.0,0.0
3,103,2.06,stand,0.21083,0.18407,-0.10281,0.21083,0.03,-23.53,3.33,0.3296,0,0.0,0.0
0,104,2.08,stand,0.21368,0.18631,-0.10462,0.21368,0.03,-24.19,3.42,0.3296,0,0.0,0.0
1,104,2.08,stand,0.20884,0.18488,-0.09712,0.20884,0.03,-21.35,3.65,0.3289,0,0.0,0.0
2,104,2.08,stand,0.20892,0.18371,-0.09948,0.20892,0.03,-21.97,3.87,0.3291,0,0.0,0.0
3,104,2.08,stand,0.2112,0.18434,-0.10306,0.2112,0.03,-23.58,3.26,0.3295,0,0.0,0.0
0,105,2.1,stand,0.21401,0.18647,-0.10503,0.21401,0.03,-24.22,3.35,0.3296,0,0.0,0.0
1,105,2.1,stand,0.2082,0.18404,-0.09734,0.2082,0.03,-21.14,3.64,0.3288,0,0.0,0.0
2,105,2.1,stand,0.20852,0.18312,-0.09972,0.20852,0.03,-21.84,3.81,0.3291,0,0.0,0.0
3,105,2.1,stand,0.21167,0.18468,-0.10341,0.21167,0.03,-23.65,3.18,0.3295,0,0.0,0.0
0,106,2.12,stand,0.21421,0.18645,-0.10547,0.21421,0.03,-24.21,3.28,0.3295,0,0.0,0.0
1,106,2.12,stand,0.20733,0.18297,-0.09751,0.20733,0.03,-20.89,3.65,0.3287,0,0.0,0.0
2,106,2.12,stand,0.20804,0.18245,-0.09997,0.20804,0.03,-21.7,3.74,0.329,0,0.0,0.0
3,106,2.12,stand,0.21203,0.18487,-0.10383,0.21203,0.03,-23.68,3.11,0.3294,0,0.0,0.0
0,107,2.14,stand,0.21434,0.18636,-0.10589,0.21434,0.03,-24.19,3.21,0.3294,0,0.0,0.0
1,107,2.14,stand,0.20636,0.18183,-0.09758,0.20636,0.03,-20.64,3.65,0.3287,0,0.0,0.0
2,107,2.14,stand,0.20755,0.18179,-0.10015,0.20755,0.03,-21.57,3.65,0.3289,0,0.0,0.0
3,107,2.14,stand,0.2123,0.18493,-0.10427,0.2123,0.03,-23.69,3.03,0.3294,0,0.0,0.0
0,108,2.16,stand,0.2145,0.18632,-0.10627,0.2145,0.03,-24.18,3.13,0.3294,0,0.0,0.0
1,108,2.16,stand,0.20542,0.18078,-0.09755,0.20542,0.03,-20.42,3.62,0.3286,0,0.0,0.0
2,108,2.16,stand,0.20711,0.18123,-0.10025,0.20711,0.03,-21.47,3.54,0.3289,0,0.0,0.0
3,108,2.16,stand,0.21253,0.18497,-0.10466,0.21253,0.03,-23.69,2.95,0.3293,0,0.0,0.0
0,109,2.18,stand,0.2147,0.18636,-0.10662,0.2147,0.03,-24.18,3.05,0.3293,0,0.0,0.0
1,109,2.18,stand,0.20462,0.17993,-0.09743,0.20462,0.03,-20.24,3.54,0.3285,0,0.0,0.0
2,109,2.18,stand,0.20674,0.18078,-0.1003,0.20674,0.03,-21.39,3.42,0.3288,0,0.0,0.0
3,109,2.18,stand,0.21281,0.18509,-0.10502,0.21281,0.03,-23.71,2.87,0.3293,0,0.0,0.0
0,110,2.2,stand,0.21503,0.18657,-0.10692,0.21503,0.03,-24.22,2.97,0.3293,0,0.0,0.0
1,110,2.2,stand,0.20402,0.17935,-0.09724,0.20402,0.03,-20.12,3.44,0.3285,0,0.0,0.0
2,110,2.2,stand,0.20644,0.18046,-0.10025,0.20644,0.03,-21.34,3.3,0.3288,0,0.0,0.0
3,110,2.2,stand,0.2132,0.18538,-0.10532,0.2132,0.03,-23.76,2.79,0.3292,0,0.0,0.0
0,111,2.22,stand,0.21551,0.18698,-0.10716,0.21551,0.03,-24.29,2.9,0.3292,0,0.0,0.0
1,111,2.22,stand,0.2036,0.17899,-0.09703,0.2036,0.03,-20.05,3.31,0.3284,0,0.0,0.0
2,111,2.22,stand,0.20623,0.1803,-0.10011,0.20623,0.03,-21.33,3.19,0.3287,0,0.0,0.0
3,111,2.22,stand,0.21372,0.18583,-0.10556,0.21372,0.03,-23.84,2.71,0.3291,0,0.0,0.0
0,112,2.24,stand,0.21608,0.18751,-0.10739,0.21608,0.03,-24.38,2.82,0.3291,0,0.0,0.0
1,112,2.24,stand,0.20328,0.17872,-0.09685,0.20328,0.03,-20.0,3.18,0.3283,0,0.0,0.0
2,112,2.24,stand,0.20621,0.18036,-0.09998,0.20621,0.03,-21.36,3.09,0.3287,0,0.0,0.0
3,112,2.24,stand,0.21431,0.18636,-0.10582,0.21431,0.03,-23.93,2.64,0.3291,0,0.0,0.0
